"","V7221","V7101","V8509","V8512"
"1172",0,1,0,1
"1173",1,0,0,1
"1174",0,1,0,0
"1175",1,0,0,1
"1176",0,0,1,0
"1177",0,0,0,1
"1178",1,0,0,1
"1179",1,1,1,0
"1180",1,0,0,1
"1181",1,0,0,0
"1182",1,0,0,1
"1183",0,1,0,0
"1184",0,0,1,0
"1185",1,0,0,1
"1186",0,1,0,1
"1187",0,0,0,0
"1188",0,0,0,0
"1189",1,1,0,1
"1190",1,0,0,1
"1191",1,0,0,1
"1192",1,0,0,1
"1193",1,0,0,0
"1194",0,1,0,1
"1195",1,0,0,1
"1196",1,0,0,1
"1197",0,1,1,0
"1198",0,0,0,0
"1199",0,0,0,1
"1200",1,1,0,1
"1201",0,0,0,1
"1202",0,0,1,1
"1203",0,0,0,1
"1204",1,0,0,1
"1205",1,0,0,1
"1206",0,1,0,0
"1207",0,0,0,1
"1208",1,0,0,1
"1209",1,0,0,1
"1210",1,0,0,1
"1211",1,1,0,1
"1212",0,1,0,1
"1213",0,0,0,0
"1214",1,0,0,1
"1215",0,0,0,1
"1216",1,0,0,1
"1217",1,0,0,1
"1218",1,0,0,1
"1219",1,0,0,1
"1220",0,1,0,1
"1221",1,1,1,0
"1222",0,0,0,1
"1223",0,0,0,1
"1224",0,0,0,0
"1225",1,0,0,1
"1226",0,0,1,0
"1227",1,0,0,1
"1228",1,0,0,1
"1229",1,0,0,1
"1230",0,1,0,0
"1231",1,0,0,1
"1232",0,0,0,1
"1233",1,0,0,1
"1234",1,0,0,0
"1235",1,0,0,1
"1236",1,0,0,1
"1237",1,0,0,0
"1238",1,0,0,1
"1239",0,0,0,0
"1240",1,0,0,1
"1241",0,1,0,1
