"","V7221","V7202","V7206","V7215"
"1133",1,1,1,1
"1134",0,1,0,0
"1135",1,1,1,0
"1136",0,1,1,1
"1137",1,1,1,0
"1138",1,1,1,1
"1139",0,1,0,1
"1140",1,1,1,1
"1141",0,1,1,1
"1142",1,1,0,0
"1143",0,1,1,0
"1144",0,1,1,0
"1145",1,1,1,1
"1146",1,1,1,1
"1147",1,1,1,1
"1148",1,1,1,1
"1149",1,1,1,0
"1150",1,1,0,1
"1151",0,1,1,1
"1152",0,1,0,0
"1153",1,1,1,1
"1154",1,1,1,0
"1155",0,1,0,0
"1156",0,1,1,0
"1157",1,1,0,1
"1158",1,1,1,1
"1159",0,1,0,1
"1160",0,1,1,1
"1161",1,1,0,0
"1162",0,0,0,0
"1163",1,1,1,1
"1164",0,1,0,0
"1165",1,1,0,1
"1166",1,1,1,0
"1167",1,1,1,1
"1168",0,1,1,1
"1169",1,1,0,0
"1170",0,1,1,1
"1171",1,1,1,1
"1172",1,1,1,1
"1173",0,1,0,0
"1174",1,1,1,0
"1175",1,1,1,1
"1176",0,1,1,0
"1177",1,1,1,1
"1178",1,1,1,1
"1179",1,1,1,1
"1180",1,1,0,0
"1181",0,0,0,0
"1182",0,1,1,0
"1183",1,1,1,1
"1184",0,1,1,1
"1185",1,1,1,1
"1186",1,1,1,1
"1187",0,1,0,0
"1188",1,1,1,1
"1189",1,1,1,0
"1190",1,1,1,1
"1191",0,1,0,1
"1192",1,1,1,0
"1193",1,1,1,1
"1194",1,1,1,1
"1195",0,1,1,1
"1196",1,1,1,1
"1197",1,1,1,0
"1198",1,1,1,0
"1199",1,1,1,1
"1200",1,1,1,1
"1201",0,1,0,0
"1202",1,1,0,1
"1203",0,1,1,0
"1204",0,1,1,0
"1205",0,1,0,1
"1206",0,1,0,1
"1207",1,1,1,0
"1208",1,1,1,0
"1209",1,1,1,1
"1210",1,1,1,1
"1211",1,0,0,0
"1212",1,1,1,1
"1213",1,1,1,1
"1214",0,1,1,0
"1215",1,1,0,0
"1216",1,1,1,1
"1217",0,0,0,0
"1218",1,1,1,1
"1219",1,1,1,0
"1220",1,1,1,1
"1221",1,1,1,0
"1222",0,1,1,0
"1223",1,1,0,1
"1224",0,1,1,0
"1225",0,1,0,1
"1226",1,1,1,1
"1227",1,1,1,0
"1228",1,1,1,0
"1229",1,1,1,1
"1230",1,1,1,1
"1231",1,1,1,1
"1232",1,1,0,1
"1233",0,1,0,1
"1234",0,1,1,0
"1235",0,1,0,1
"1236",0,1,1,0
"1237",1,1,1,1
"1238",0,1,0,0
"1239",0,1,1,1
"1240",0,0,1,0
