"","V7221","V7215","V8527","V7202","V8512","V8526","V7206","V8509","V8530"
"29261",1,1,1,1,1,1,1,0,1
"29262",1,1,1,0,0,1,0,1,0
"29263",1,0,1,0,1,1,1,0,0
"29264",0,1,0,0,1,1,0,0,0
"29265",0,0,1,1,0,1,0,0,1
"29266",1,0,1,1,0,1,1,0,0
"29267",0,0,1,1,0,1,1,0,0
"29268",0,1,1,0,0,0,1,1,0
"29269",0,1,1,0,1,1,1,0,1
"29270",1,0,1,1,1,1,1,0,1
"29271",1,1,0,1,1,0,1,0,1
"29272",1,1,1,0,1,0,1,0,0
"29273",0,1,1,0,1,1,1,0,0
"29274",0,1,1,0,0,0,1,0,0
"29275",0,0,1,1,0,0,0,1,0
"29276",0,1,1,1,1,1,1,1,1
"29277",0,0,1,1,0,1,1,1,0
"29278",1,1,0,0,1,1,1,0,1
"29279",1,1,1,1,1,1,1,0,1
"29280",1,0,1,1,0,1,1,0,1
"29281",0,0,0,1,1,1,1,0,0
"29282",0,1,1,0,1,1,1,0,1
"29283",1,1,1,1,1,1,1,0,0
"29284",0,0,0,1,1,0,0,0,1
"29285",0,0,1,0,0,0,1,0,1
"29286",1,1,1,0,0,1,1,0,1
"29287",1,0,0,1,0,0,1,1,0
"29288",1,1,0,1,0,1,1,1,0
"29289",1,0,1,1,1,0,1,0,1
"29290",0,0,1,1,0,0,0,1,1
"29291",1,1,1,1,1,1,1,0,1
"29292",1,0,1,1,1,1,1,0,0
"29293",1,1,1,1,0,1,1,0,0
"29294",1,1,1,0,0,1,0,0,0
"29295",0,1,1,0,1,1,1,0,1
"29296",1,1,1,1,1,0,1,0,1
"29297",1,1,1,1,1,1,1,0,1
"29298",0,1,0,1,0,0,1,0,1
"29299",0,1,0,0,0,0,0,0,0
"29300",1,1,1,0,1,1,1,0,1
"29301",0,0,0,0,0,0,1,0,0
"29302",0,0,0,1,1,0,1,0,0
"29303",0,0,0,1,1,0,0,0,0
"29304",0,0,1,0,0,1,1,1,1
"29305",1,1,1,0,1,1,1,0,0
"29306",0,0,0,1,1,1,0,0,1
"29307",1,1,0,0,1,0,0,0,0
"29308",1,0,1,1,1,1,1,0,1
"29309",1,1,1,1,1,1,1,0,1
"29310",0,0,1,1,1,1,1,0,1
"29311",0,1,1,1,1,1,1,0,1
"29312",0,1,0,1,0,1,1,1,0
"29313",1,0,1,1,1,0,1,0,1
"29314",0,1,1,0,0,1,1,1,1
"29315",1,1,1,0,1,1,1,0,1
"29316",1,1,1,1,0,1,0,1,1
"29317",1,1,1,0,1,1,1,0,1
"29318",0,1,1,1,1,1,1,0,1
"29319",0,0,1,1,0,0,0,1,0
"29320",1,1,1,1,0,0,1,0,0
"29321",1,1,1,0,0,1,1,1,1
"29322",1,0,1,0,0,0,1,1,0
"29323",0,0,1,1,1,1,0,0,0
"29324",1,1,1,1,1,0,1,0,1
"29325",0,0,0,1,1,1,0,1,1
"29326",1,0,1,1,1,0,1,1,1
"29327",0,0,1,1,0,1,0,1,0
"29328",0,1,0,0,1,1,0,0,1
"29329",0,1,1,0,0,0,1,0,1
"29330",1,0,1,0,1,1,0,0,1
"29331",1,1,1,0,1,1,1,0,1
"29332",0,0,0,0,1,0,1,0,0
"29333",1,1,1,1,0,0,1,0,1
"29334",1,1,1,1,1,1,1,0,1
"29335",0,0,1,0,1,1,0,0,1
"29336",0,1,0,1,0,0,0,1,0
"29337",1,1,1,1,1,0,1,0,1
"29338",0,1,0,0,1,1,1,0,1
"29339",1,0,1,0,1,0,1,0,0
"29340",1,1,1,0,1,0,1,0,1
"29341",0,0,0,1,0,0,1,0,0
"29342",1,0,0,0,1,1,1,0,1
"29343",1,1,1,0,0,1,1,1,1
"29344",1,1,1,1,1,0,1,0,1
"29345",1,1,1,0,1,1,1,0,1
"29346",0,1,1,1,1,1,1,0,1
"29347",1,0,1,1,1,0,1,0,0
"29348",1,0,1,1,1,0,1,0,1
"29349",0,0,1,0,1,1,1,0,0
"29350",0,1,1,1,1,0,1,0,0
"29351",1,1,1,0,1,1,1,0,1
"29352",1,1,1,1,1,1,0,0,0
"29353",1,0,0,1,1,0,1,0,0
"29354",0,0,1,0,1,1,1,0,1
"29355",0,1,1,0,1,0,1,0,1
"29356",0,1,0,0,1,1,1,0,1
"29357",0,0,0,1,1,1,1,0,1
"29358",0,1,1,0,1,1,1,0,0
"29359",0,1,1,1,1,1,0,0,1
"29360",1,0,0,1,0,0,0,0,0
"29361",0,1,1,1,0,1,1,0,1
"29362",0,1,1,1,0,0,0,1,0
"29363",0,0,0,0,0,0,0,0,0
"29364",1,1,1,1,0,0,0,1,1
"29365",1,0,0,0,1,1,0,0,0
"29366",1,0,1,1,1,1,1,0,0
"29367",1,1,1,0,0,1,1,0,1
"29368",1,0,1,0,0,0,1,1,0
"29369",1,0,1,1,1,1,1,0,0
"29370",1,1,1,1,1,1,1,0,1
"29371",1,1,1,1,0,1,1,0,1
"29372",0,1,1,1,1,0,1,0,1
"29373",0,1,1,1,0,0,1,0,0
"29374",1,1,1,0,1,1,0,0,1
"29375",1,1,1,1,1,1,1,0,1
"29376",0,0,0,0,0,0,1,0,0
"29377",1,0,1,1,1,0,1,0,1
"29378",1,0,1,1,1,0,1,0,1
"29379",1,0,1,1,1,1,1,0,1
"29380",0,1,0,1,1,0,0,0,0
"29381",0,0,0,0,1,0,0,1,0
"29382",1,1,1,0,1,1,1,0,1
"29383",1,1,1,0,1,1,1,0,0
"29384",0,0,1,0,1,1,0,0,1
"29385",1,1,0,0,0,0,1,0,1
"29386",1,1,1,0,1,1,1,0,1
"29387",1,0,1,0,1,1,1,0,1
"29388",1,0,1,0,1,1,1,0,1
"29389",0,0,1,0,1,0,1,0,1
"29390",1,1,1,1,1,1,1,0,1
"29391",1,1,1,0,1,0,1,0,0
"29392",1,1,1,0,1,1,1,0,1
"29393",0,0,0,1,0,0,0,0,0
"29394",1,0,1,1,1,1,1,0,1
"29395",0,1,1,0,1,1,0,0,1
"29396",0,0,1,1,0,1,0,0,1
"29397",1,1,0,0,0,1,1,0,1
"29398",1,1,0,0,1,0,1,0,1
"29399",1,0,0,0,1,1,1,0,1
"29400",1,1,1,1,1,0,1,0,1
"29401",1,1,1,1,1,1,1,0,1
"29402",1,1,1,1,1,1,1,0,1
"29403",0,1,1,1,0,1,1,0,1
"29404",1,1,1,1,0,0,1,1,1
"29405",0,0,0,1,1,0,1,0,1
"29406",1,1,0,1,1,0,0,1,1
"29407",0,0,1,1,0,1,1,0,1
"29408",0,0,0,0,1,1,1,0,0
"29409",1,1,1,0,1,1,1,0,1
"29410",1,0,1,1,1,0,1,0,1
"29411",0,1,1,1,0,0,1,0,0
"29412",1,0,1,1,1,1,1,0,1
"29413",1,1,1,1,1,0,1,0,1
"29414",0,0,0,0,1,0,1,0,1
"29415",0,1,0,0,1,1,1,0,1
"29416",1,1,1,0,1,1,1,0,1
"29417",1,0,1,1,0,0,0,0,0
"29418",0,1,0,1,1,1,0,0,1
"29419",0,0,1,1,1,1,1,0,1
"29420",0,1,1,1,0,0,1,0,1
"29421",1,0,1,0,1,1,1,0,1
"29422",0,0,1,0,0,1,1,0,1
"29423",0,0,1,1,0,0,1,1,0
"29424",0,0,1,1,0,0,1,0,1
"29425",1,1,1,0,1,1,1,0,1
"29426",0,0,0,0,1,0,1,0,1
"29427",0,1,1,1,1,0,1,0,0
"29428",0,0,0,0,1,0,1,0,0
"29429",0,0,1,1,1,0,1,1,1
"29430",1,0,0,1,0,1,1,1,1
"29431",1,0,0,1,1,0,1,0,1
"29432",1,0,0,0,0,0,1,0,0
"29433",1,1,0,1,1,1,1,0,0
"29434",1,1,1,1,1,0,1,0,1
"29435",1,0,1,0,0,0,0,0,0
"29436",1,1,1,0,1,1,1,0,1
"29437",1,0,1,1,1,1,0,0,0
"29438",1,1,1,1,1,0,1,0,0
"29439",0,0,1,0,1,1,1,0,1
"29440",0,1,1,0,0,0,1,1,0
"29441",0,0,1,0,1,0,1,0,1
"29442",0,0,0,0,1,0,1,0,1
"29443",0,1,0,1,1,0,1,0,1
"29444",1,1,0,1,0,0,1,1,0
"29445",0,0,1,0,0,1,1,0,1
"29446",1,1,1,1,1,0,1,0,1
"29447",1,1,1,0,1,1,1,0,1
"29448",1,1,1,0,1,1,1,0,1
"29449",0,0,0,0,1,1,1,0,1
"29450",0,0,1,1,1,0,1,0,0
"29451",1,0,1,1,0,1,1,0,0
"29452",0,1,1,1,0,1,1,0,1
"29453",1,1,1,0,0,1,1,1,1
"29454",1,0,1,1,1,1,1,0,0
"29455",0,1,0,1,0,0,1,0,0
"29456",0,1,1,1,0,1,1,1,0
"29457",0,0,1,1,1,0,0,0,1
"29458",1,0,1,1,1,0,1,0,1
"29459",1,1,1,0,1,1,1,0,1
"29460",1,1,1,1,1,1,0,0,1
"29461",1,0,0,1,0,0,1,0,0
"29462",0,0,0,0,1,1,1,0,0
"29463",1,1,1,1,1,0,1,0,1
"29464",1,0,1,1,1,1,1,0,1
"29465",0,0,0,1,0,0,1,0,0
"29466",0,0,1,1,1,1,1,0,1
"29467",1,0,1,1,1,1,1,0,1
"29468",1,1,1,1,0,1,1,0,0
"29469",0,0,0,0,1,0,1,0,1
"29470",0,1,0,0,1,1,1,0,1
"29471",1,0,0,1,1,0,1,0,1
"29472",0,1,0,0,1,1,1,0,1
"29473",0,0,1,1,0,0,0,1,0
"29474",0,0,1,0,1,1,0,0,1
"29475",1,1,1,0,1,0,1,0,1
"29476",0,1,0,0,1,1,1,0,1
"29477",0,1,1,1,1,1,1,1,1
"29478",1,1,1,1,1,1,0,0,1
"29479",0,1,1,0,0,0,0,1,0
"29480",1,1,1,0,1,1,1,0,1
"29481",0,1,0,1,0,0,0,1,1
"29482",1,1,1,1,1,1,1,0,1
"29483",0,1,0,0,1,0,1,0,1
"29484",1,0,1,0,0,0,0,0,0
"29485",1,1,0,0,1,1,1,0,0
"29486",1,1,1,1,1,1,1,0,1
"29487",0,1,1,0,1,1,1,0,0
"29488",1,1,0,1,1,0,0,1,1
"29489",0,0,1,1,0,0,1,1,0
"29490",1,0,1,0,1,1,1,0,1
"29491",1,1,0,1,1,0,1,0,1
"29492",1,1,0,0,1,1,0,0,1
"29493",0,0,0,0,1,1,1,0,1
"29494",1,1,1,1,1,1,1,0,1
"29495",0,1,0,0,1,0,1,0,1
"29496",1,1,1,1,0,1,1,0,0
"29497",0,0,1,0,0,1,0,0,0
"29498",0,1,0,0,0,0,1,0,1
"29499",1,0,1,1,1,1,1,0,0
"29500",1,0,1,0,1,1,1,0,1
"29501",0,1,0,1,0,0,1,1,1
"29502",1,1,0,1,0,0,1,1,0
"29503",1,1,1,1,1,1,0,0,1
"29504",0,1,0,0,0,0,1,0,0
"29505",1,0,0,1,1,0,1,1,1
"29506",0,1,0,0,0,0,1,0,1
"29507",1,0,1,1,1,0,0,0,1
"29508",1,0,0,0,1,1,0,0,1
"29509",1,1,1,1,1,1,1,0,0
"29510",1,0,1,1,1,0,1,0,1
"29511",1,0,1,1,0,0,0,0,0
"29512",0,0,0,1,1,1,1,0,1
"29513",1,1,0,1,1,1,1,0,1
"29514",1,0,0,0,1,0,1,0,1
"29515",0,1,0,1,0,1,0,1,0
"29516",1,0,1,0,0,1,1,0,1
"29517",1,0,1,0,1,1,1,0,1
"29518",1,0,1,0,0,1,0,0,1
"29519",1,0,1,1,1,0,1,0,0
"29520",1,0,1,1,1,0,1,1,0
"29521",0,1,0,1,1,0,1,0,1
"29522",0,0,1,1,1,1,1,0,0
"29523",1,0,1,0,1,1,1,0,1
"29524",1,1,0,1,1,1,0,0,1
"29525",1,0,1,0,1,1,1,0,1
"29526",1,1,1,1,1,1,1,0,1
"29527",0,1,1,0,1,1,0,0,1
"29528",1,0,1,0,0,1,1,0,0
"29529",0,0,1,1,0,1,1,0,1
"29530",0,1,1,0,1,0,1,0,1
"29531",0,0,1,0,0,1,1,0,0
"29532",1,1,1,1,1,1,1,0,1
"29533",1,1,1,1,1,1,1,0,1
"29534",1,1,1,1,1,0,1,0,1
"29535",0,0,1,1,1,0,1,0,1
"29536",0,0,0,0,1,1,1,0,1
"29537",0,0,1,0,0,1,0,0,1
"29538",0,0,0,0,0,0,1,0,0
"29539",1,1,1,1,1,1,1,0,1
"29540",0,0,1,0,1,1,1,0,0
"29541",1,1,1,0,1,0,1,0,0
"29542",0,0,1,1,1,1,0,0,1
"29543",1,1,1,0,1,1,1,0,1
"29544",1,0,1,0,1,1,0,0,1
"29545",1,0,0,1,0,1,1,1,1
"29546",0,1,0,1,0,0,0,0,0
"29547",1,1,1,1,0,1,1,0,1
"29548",1,1,1,1,0,0,1,0,1
"29549",0,0,0,1,1,1,1,0,0
"29550",1,0,0,0,1,0,1,0,0
"29551",0,1,1,1,1,1,0,0,1
"29552",1,1,1,0,1,1,0,0,1
"29553",0,0,1,0,1,1,1,0,1
"29554",1,0,1,0,1,1,1,0,1
"29555",1,1,0,0,1,1,1,0,1
"29556",0,1,1,0,1,1,0,0,1
"29557",0,1,0,0,1,0,1,1,1
"29558",1,0,1,0,1,1,1,0,1
"29559",1,1,0,1,1,1,1,0,1
"29560",0,1,0,0,1,0,1,0,1
"29561",0,0,0,1,1,1,0,0,1
"29562",1,0,0,0,1,1,1,0,1
"29563",0,0,1,0,1,1,0,0,1
"29564",0,0,0,0,1,0,1,0,1
"29565",1,0,1,1,0,0,1,0,0
"29566",0,0,0,0,1,0,1,0,1
"29567",1,0,1,1,1,1,1,0,1
"29568",0,1,1,0,1,1,1,0,1
"29569",1,0,0,0,0,1,0,1,0
"29570",0,0,1,0,1,1,1,0,1
"29571",1,0,1,1,1,0,1,0,1
"29572",1,1,1,1,1,1,1,0,1
"29573",1,0,1,1,1,0,1,1,1
"29574",0,1,1,0,1,1,1,0,1
"29575",1,0,0,1,0,1,0,0,0
"29576",1,1,0,1,1,1,1,0,1
"29577",0,1,1,0,0,1,1,1,1
"29578",0,1,1,0,1,1,1,0,1
"29579",0,1,1,0,1,1,1,0,0
"29580",1,1,1,1,1,1,1,0,1
"29581",1,1,1,0,1,1,1,0,0
"29582",1,0,1,1,1,0,1,0,0
"29583",0,1,1,1,0,0,0,1,0
"29584",0,1,0,0,0,1,1,1,0
"29585",1,1,1,1,1,1,1,0,1
"29586",1,1,1,0,1,1,0,1,1
"29587",1,1,1,0,1,1,1,0,1
"29588",0,1,1,0,1,1,0,1,1
"29589",0,1,1,0,1,1,1,1,1
"29590",0,0,1,0,1,1,1,0,1
"29591",1,1,1,0,1,1,1,0,1
"29592",1,1,1,1,1,1,0,0,1
"29593",0,0,0,1,0,0,1,1,0
"29594",0,1,0,0,0,1,0,1,1
"29595",0,0,1,0,1,1,0,0,1
"29596",1,1,0,1,1,0,1,0,1
"29597",1,1,1,0,1,1,1,0,1
"29598",0,0,1,0,0,1,1,1,0
"29599",1,1,1,1,1,1,1,0,0
"29600",1,1,1,1,1,0,1,0,1
"29601",0,0,0,0,1,1,1,0,1
"29602",1,1,1,0,1,1,1,0,1
"29603",1,0,1,1,1,0,1,0,1
"29604",1,1,1,0,1,1,1,0,1
"29605",0,0,1,0,0,1,1,0,0
"29606",1,0,0,0,1,0,0,0,0
"29607",1,0,0,0,1,0,1,0,1
"29608",0,1,0,0,0,1,0,0,1
"29609",1,0,1,1,1,1,1,0,1
"29610",1,1,1,0,1,1,1,0,1
"29611",1,1,1,0,0,1,1,0,1
"29612",1,0,1,1,1,1,1,0,1
"29613",1,1,0,0,0,1,1,0,0
"29614",0,1,1,1,0,1,1,0,0
"29615",1,0,0,1,1,0,1,0,0
"29616",1,1,1,0,1,1,1,1,1
"29617",1,1,0,1,1,0,1,0,0
"29618",1,1,1,1,1,1,1,0,1
"29619",0,1,1,0,1,0,1,0,1
"29620",0,1,1,1,0,0,0,1,1
"29621",1,0,0,0,1,0,1,0,1
"29622",0,0,1,0,1,1,0,1,1
"29623",1,0,1,0,1,1,1,0,1
"29624",0,1,1,1,1,0,0,1,0
"29625",0,1,0,1,0,0,1,1,0
"29626",1,1,1,1,1,1,1,0,1
"29627",0,0,0,0,0,0,1,0,0
"29628",0,0,0,1,1,1,1,0,0
"29629",0,1,1,0,1,1,1,0,1
"29630",1,0,1,0,1,1,1,0,1
"29631",0,0,1,1,0,1,0,0,0
"29632",1,0,0,1,0,1,1,1,1
"29633",0,0,0,1,0,0,1,1,0
"29634",1,0,0,1,1,1,0,0,1
"29635",0,0,0,1,1,0,1,0,0
"29636",0,0,1,1,1,1,1,0,1
"29637",0,0,1,0,0,1,1,1,1
"29638",1,1,1,1,1,1,1,0,1
"29639",1,1,0,1,1,1,1,0,1
"29640",1,0,1,0,1,0,1,0,1
"29641",1,0,0,0,1,1,1,0,1
"29642",1,0,0,0,1,1,1,0,1
"29643",1,1,1,1,1,1,1,0,1
"29644",0,0,1,1,0,0,0,0,0
"29645",0,0,0,0,0,0,1,0,0
"29646",0,1,1,0,1,0,0,0,1
"29647",1,1,1,1,0,0,1,1,0
"29648",1,0,1,0,0,1,1,0,1
"29649",1,1,1,0,0,1,0,0,1
"29650",0,1,1,1,1,1,1,0,1
"29651",0,1,1,0,1,1,1,0,1
"29652",1,1,0,0,1,1,1,0,0
"29653",0,0,1,0,0,1,1,0,1
"29654",1,1,0,0,1,1,1,0,1
"29655",1,0,1,0,1,1,1,0,1
"29656",1,0,1,1,0,1,1,0,1
"29657",1,1,1,1,0,1,1,1,0
"29658",1,1,0,0,1,1,1,0,1
"29659",1,0,1,0,1,1,0,0,1
"29660",0,1,1,0,1,1,1,0,1
"29661",0,0,1,1,1,0,0,0,1
"29662",1,1,1,1,1,0,0,0,1
"29663",0,0,0,0,1,0,0,0,0
"29664",0,1,0,0,1,0,1,0,0
"29665",1,1,0,1,1,1,1,0,1
"29666",0,1,0,0,1,1,0,0,1
"29667",1,1,1,0,1,0,0,0,1
"29668",1,1,0,0,0,1,1,0,0
"29669",0,0,1,0,1,0,0,0,0
"29670",0,0,1,0,0,1,1,0,1
"29671",1,1,0,1,1,0,1,0,1
"29672",1,1,1,0,1,1,1,0,1
"29673",1,1,1,1,1,1,1,0,1
"29674",0,1,0,0,0,0,1,0,1
"29675",1,0,1,0,1,1,1,0,1
"29676",0,1,1,1,0,0,1,1,0
"29677",0,1,1,0,1,0,0,0,1
"29678",1,0,1,0,1,1,1,0,1
"29679",1,0,1,1,1,1,1,0,0
"29680",1,0,0,0,1,1,0,0,1
"29681",0,1,1,1,1,1,1,1,0
"29682",1,0,1,1,1,0,0,0,1
"29683",1,1,1,1,1,1,1,0,0
"29684",1,1,1,0,1,1,0,0,1
"29685",1,0,0,1,0,0,0,1,0
"29686",1,1,0,0,1,1,1,0,1
"29687",0,0,1,1,1,1,1,0,1
"29688",1,1,1,1,1,1,1,0,1
"29689",0,0,1,0,1,1,1,0,1
"29690",1,1,1,1,1,0,1,0,0
"29691",0,1,1,0,1,1,1,0,1
"29692",1,1,1,1,1,1,1,0,1
"29693",1,0,1,1,1,0,0,0,0
"29694",1,0,1,1,0,0,1,0,0
"29695",1,1,1,1,0,1,1,1,1
"29696",0,1,1,0,1,1,1,0,1
"29697",1,1,1,1,0,1,1,0,1
"29698",0,0,1,0,1,0,1,0,0
"29699",0,1,1,1,1,0,1,1,1
"29700",1,1,1,0,1,1,0,0,0
"29701",0,1,0,0,1,0,1,1,1
"29702",1,1,1,0,1,1,1,0,1
"29703",0,0,1,1,1,1,0,0,1
"29704",1,1,0,1,0,0,1,0,1
"29705",1,1,1,0,1,0,0,0,1
"29706",0,1,1,0,0,1,1,0,1
"29707",0,1,0,0,0,0,0,0,0
"29708",1,1,1,1,1,1,1,0,1
"29709",1,0,1,0,1,1,1,0,1
"29710",1,1,1,0,1,1,1,0,1
"29711",1,1,1,0,0,0,0,1,1
"29712",0,0,1,0,1,0,1,0,0
"29713",1,0,1,1,1,0,1,0,1
"29714",0,1,0,0,1,0,1,1,0
"29715",0,0,0,1,1,0,0,0,1
"29716",1,0,1,0,1,1,1,0,1
"29717",1,1,1,0,1,1,1,0,1
"29718",1,0,1,1,1,0,1,0,0
"29719",1,0,1,1,1,1,1,0,1
"29720",1,0,0,1,0,0,1,1,1
"29721",0,0,0,0,1,1,1,0,1
"29722",0,0,0,1,1,1,0,0,0
"29723",1,1,1,1,1,1,1,0,1
"29724",0,1,1,1,1,0,1,1,1
"29725",0,0,0,1,0,0,1,0,1
"29726",1,1,1,1,1,1,1,0,1
"29727",0,1,0,1,1,0,0,1,0
"29728",0,0,1,1,1,0,1,1,1
"29729",1,1,0,0,0,1,1,0,1
"29730",1,0,1,0,1,0,0,0,1
"29731",0,1,1,0,1,1,1,0,1
"29732",1,1,1,0,1,1,1,0,1
"29733",1,0,1,1,1,1,1,0,0
"29734",0,1,1,1,0,0,0,1,0
"29735",1,0,1,0,1,1,1,0,1
"29736",1,1,0,0,1,0,1,0,1
"29737",0,1,0,1,0,0,0,0,1
"29738",0,1,1,1,0,1,1,0,1
"29739",0,0,1,0,0,1,1,1,1
"29740",1,1,1,0,0,1,0,1,1
"29741",1,1,1,1,1,1,1,0,1
"29742",1,1,0,1,1,0,1,0,1
"29743",0,0,0,1,1,1,1,0,0
"29744",0,0,0,1,0,0,1,0,1
"29745",1,0,1,1,0,0,1,1,0
"29746",1,1,0,1,1,0,1,0,0
"29747",0,1,1,1,1,1,1,0,1
"29748",1,1,1,1,0,1,1,0,0
"29749",1,0,1,0,0,1,1,0,1
"29750",0,1,1,1,0,1,0,1,1
"29751",1,0,1,1,1,1,1,0,0
"29752",0,0,1,1,1,1,0,0,1
"29753",0,1,1,1,0,0,1,0,0
"29754",1,0,1,1,1,0,1,0,1
"29755",1,0,1,0,1,1,1,0,1
"29756",0,1,1,0,1,1,1,0,1
"29757",1,0,1,1,1,1,1,0,1
"29758",1,0,1,1,1,0,0,0,1
"29759",0,0,0,1,1,0,1,0,0
"29760",0,1,1,1,1,1,1,0,0
"29761",1,0,0,0,1,0,0,0,1
"29762",0,0,0,1,1,0,1,1,0
"29763",0,0,0,1,1,1,0,0,0
"29764",0,0,0,1,0,0,1,0,0
"29765",1,1,1,0,0,0,1,0,0
"29766",1,1,1,0,1,1,1,0,1
"29767",0,0,1,1,0,1,1,0,0
"29768",1,1,1,1,1,1,1,0,1
"29769",1,1,0,1,1,0,1,0,0
"29770",1,1,1,0,1,1,1,0,1
"29771",1,1,1,1,1,1,1,0,1
"29772",0,0,0,0,1,0,1,0,1
"29773",0,1,1,0,1,0,1,0,1
"29774",0,0,1,1,1,1,0,0,0
"29775",1,1,1,1,0,1,1,0,1
"29776",1,1,0,1,1,1,1,0,1
"29777",1,1,1,1,1,1,1,0,1
"29778",0,0,1,0,1,1,1,0,0
"29779",0,1,1,0,0,0,0,0,1
"29780",1,1,1,0,1,1,1,0,1
"29781",0,1,1,1,0,1,1,0,1
"29782",0,0,1,0,1,1,1,0,1
"29783",0,0,1,0,1,1,1,0,1
"29784",1,1,1,1,0,0,1,0,1
"29785",1,0,1,1,1,0,1,0,1
"29786",1,1,1,0,0,0,1,0,0
"29787",1,0,1,1,1,1,1,0,1
"29788",1,1,0,1,1,1,1,0,1
"29789",0,0,0,0,1,0,1,0,1
"29790",0,0,0,0,1,1,1,1,0
"29791",1,0,1,1,1,0,0,0,0
"29792",0,1,1,1,1,0,0,1,1
"29793",0,0,0,0,0,0,1,0,0
"29794",0,1,1,1,1,1,1,0,0
"29795",0,1,0,1,0,0,1,0,0
"29796",1,1,0,0,1,1,0,0,1
"29797",1,0,1,1,0,0,1,0,1
"29798",0,1,0,0,1,1,1,0,1
"29799",1,1,1,1,1,1,0,0,1
"29800",1,1,0,1,1,1,1,0,1
"29801",1,0,1,0,1,1,1,0,1
"29802",1,1,1,0,1,0,1,0,0
"29803",1,1,1,0,0,0,1,1,1
"29804",0,1,1,0,1,1,1,0,1
"29805",1,1,1,1,0,1,1,0,0
"29806",1,0,1,1,1,0,1,0,1
"29807",1,1,1,1,1,1,1,0,0
"29808",1,0,1,0,1,0,1,1,0
"29809",1,1,1,0,1,1,1,0,1
"29810",0,0,0,1,1,1,1,0,1
"29811",1,0,1,1,1,1,1,0,1
"29812",1,0,1,1,0,1,1,0,1
"29813",0,0,1,0,1,0,1,0,0
"29814",1,1,1,0,1,1,1,0,1
"29815",1,0,1,1,1,1,1,0,1
"29816",0,0,1,1,0,0,1,0,0
"29817",0,0,0,0,0,1,1,0,1
"29818",1,0,1,1,1,0,1,0,1
"29819",1,1,0,1,0,1,1,1,0
"29820",1,0,1,0,1,1,1,0,1
"29821",1,1,1,0,1,0,1,0,1
"29822",0,0,1,0,1,0,1,0,0
"29823",1,0,1,0,1,1,1,0,1
"29824",0,0,0,0,1,1,0,0,1
"29825",1,1,1,1,1,0,1,0,0
"29826",0,0,1,0,1,1,1,0,1
"29827",0,1,0,0,0,1,1,0,0
"29828",1,0,1,0,1,1,1,0,1
"29829",0,0,1,0,1,1,1,0,1
"29830",0,1,1,1,0,0,1,1,0
"29831",0,1,1,1,1,1,1,0,0
"29832",1,1,1,0,1,1,1,0,1
"29833",0,1,0,1,0,0,1,0,0
"29834",1,1,0,1,1,1,1,0,0
"29835",0,0,0,0,1,1,1,1,1
"29836",0,1,0,1,1,0,0,0,1
"29837",1,0,1,1,1,1,0,1,1
"29838",0,0,1,0,0,1,1,0,0
"29839",1,0,0,1,1,0,1,0,0
"29840",1,1,0,1,0,0,1,0,1
"29841",0,0,0,1,1,1,1,0,0
"29842",1,0,1,0,1,1,1,0,1
"29843",1,1,1,0,1,1,1,0,1
"29844",1,0,0,0,0,0,1,1,1
"29845",1,0,1,1,1,1,1,0,1
"29846",0,1,0,0,0,0,0,1,0
"29847",1,0,0,1,0,0,1,0,0
"29848",1,0,0,0,1,0,1,0,1
"29849",1,0,1,1,1,1,1,0,0
"29850",1,1,1,1,0,1,1,0,1
"29851",1,0,1,1,0,1,1,1,1
"29852",0,0,1,1,0,0,1,0,0
"29853",1,1,1,0,1,1,1,0,1
"29854",0,1,0,1,0,1,0,0,0
"29855",1,1,1,1,1,1,0,0,1
"29856",0,1,1,0,0,1,1,0,1
"29857",0,1,0,1,0,0,0,1,1
"29858",1,1,0,0,1,0,1,0,0
"29859",1,0,0,1,1,0,1,0,1
"29860",1,1,0,1,1,1,1,0,1
"29861",1,1,0,0,1,0,1,0,1
"29862",1,1,0,1,1,1,1,1,0
"29863",0,0,0,1,0,1,1,1,1
"29864",0,0,0,0,1,0,1,0,1
"29865",1,1,1,0,0,1,1,0,1
"29866",1,1,1,0,1,1,0,0,1
"29867",0,0,0,0,1,0,0,1,1
"29868",1,1,0,0,0,0,0,0,1
"29869",1,0,1,1,0,0,1,0,0
"29870",0,0,1,0,1,1,1,0,1
"29871",1,1,1,1,1,1,1,0,1
"29872",1,1,1,0,1,0,1,1,1
"29873",1,1,0,0,1,1,0,0,1
"29874",1,0,1,0,0,1,1,1,0
"29875",1,1,0,1,1,1,1,0,1
"29876",1,1,1,0,0,0,0,1,0
"29877",0,0,1,0,1,1,1,0,1
"29878",1,1,1,0,1,1,1,0,1
"29879",1,1,0,0,1,0,1,0,1
"29880",1,1,1,1,0,1,1,1,1
"29881",1,1,1,0,0,1,1,1,0
"29882",0,0,1,1,1,1,1,0,1
"29883",1,1,0,0,0,0,1,0,1
"29884",1,0,0,1,0,0,1,1,0
"29885",1,1,0,1,1,0,1,0,0
"29886",1,0,1,1,1,1,1,0,1
"29887",1,1,1,0,1,1,0,1,1
"29888",1,0,0,1,1,0,1,0,1
"29889",0,0,1,1,0,1,1,0,1
"29890",1,0,0,1,0,0,0,1,0
"29891",0,1,1,1,0,0,1,1,0
"29892",0,0,0,1,0,0,1,0,0
"29893",1,0,1,1,0,0,1,1,1
"29894",1,0,1,0,1,1,0,0,1
