"","V8517","V8502","V8527","V7552","V8512"
"46233",0,0,1,0,1
"46234",0,0,1,1,1
"46235",0,0,1,0,1
"46236",1,0,0,1,0
"46237",1,0,1,1,0
"46238",0,0,1,1,1
"46239",0,0,0,1,1
"46240",0,1,0,1,0
"46241",0,1,1,1,1
"46242",0,1,1,1,0
"46243",0,1,1,1,1
"46244",0,0,1,1,0
"46245",0,0,0,1,0
"46246",0,0,0,1,1
"46247",0,0,1,1,1
"46248",0,1,1,1,0
"46249",0,0,0,0,1
"46250",0,0,0,1,1
"46251",0,1,0,1,0
"46252",0,0,1,0,1
"46253",0,0,1,1,0
"46254",0,0,0,1,1
"46255",0,1,0,1,0
"46256",0,0,0,1,1
"46257",0,0,1,1,1
"46258",0,0,1,0,1
"46259",0,0,1,1,1
"46260",0,0,1,1,1
"46261",0,0,1,1,1
"46262",0,0,1,1,0
"46263",0,1,0,1,0
"46264",0,0,1,1,1
"46265",0,0,1,1,1
"46266",0,1,1,0,1
"46267",0,0,1,1,1
"46268",0,1,0,1,1
"46269",0,0,0,0,0
"46270",0,1,0,1,0
"46271",0,0,0,1,0
"46272",0,0,1,0,1
"46273",0,0,1,1,1
"46274",0,1,1,1,1
"46275",0,0,1,1,1
"46276",0,0,1,0,1
"46277",1,1,0,1,1
"46278",0,0,1,1,1
"46279",0,0,0,1,1
"46280",0,1,1,1,1
"46281",0,0,1,1,1
"46282",0,0,1,0,1
"46283",0,0,1,0,0
"46284",1,1,1,1,1
"46285",0,1,0,1,1
"46286",0,0,1,1,1
"46287",0,0,1,1,0
"46288",0,0,1,0,1
"46289",0,0,0,1,1
"46290",0,0,1,1,1
"46291",0,0,1,0,1
"46292",0,0,1,0,1
"46293",0,0,1,1,1
"46294",1,1,1,1,0
"46295",1,1,0,1,1
"46296",0,0,1,1,0
"46297",0,0,0,1,0
"46298",0,0,1,1,0
"46299",0,0,1,1,1
"46300",0,0,1,1,0
"46301",0,0,1,1,1
"46302",0,0,1,1,1
"46303",1,1,1,1,1
"46304",0,0,1,1,0
"46305",0,0,0,1,1
"46306",0,0,1,1,1
"46307",0,0,1,0,1
"46308",1,1,1,1,1
"46309",1,0,0,1,0
"46310",0,0,1,0,1
"46311",0,0,0,1,0
"46312",0,0,1,1,1
"46313",0,1,0,1,0
"46314",0,0,0,1,1
"46315",0,0,0,1,1
"46316",0,0,0,1,0
"46317",0,1,1,1,1
"46318",0,0,1,1,0
"46319",0,0,1,1,1
"46320",0,0,0,0,0
"46321",0,0,0,1,1
"46322",0,0,1,1,1
"46323",1,1,1,1,0
"46324",0,0,1,1,1
"46325",0,0,1,1,0
"46326",0,0,1,1,1
"46327",0,0,1,1,0
"46328",0,0,1,1,1
"46329",0,0,1,0,0
"46330",1,0,0,1,0
"46331",0,0,0,1,1
"46332",0,1,0,1,1
"46333",0,0,0,0,0
"46334",0,1,0,1,1
"46335",1,1,0,0,1
"46336",0,0,0,1,0
"46337",0,0,1,1,1
"46338",0,0,1,1,1
"46339",0,1,1,1,0
"46340",0,1,0,1,1
"46341",0,0,1,0,1
"46342",0,0,1,1,0
"46343",0,0,1,1,1
"46344",0,0,1,0,1
"46345",0,1,1,0,1
"46346",0,0,1,0,1
"46347",0,0,1,1,1
"46348",0,0,0,1,1
"46349",0,0,1,1,1
"46350",0,0,1,1,1
"46351",0,1,1,1,0
"46352",0,1,1,1,0
"46353",0,0,0,1,1
"46354",0,0,0,1,1
"46355",0,0,1,1,0
"46356",0,1,1,1,0
"46357",0,1,1,1,1
"46358",0,0,1,1,1
"46359",0,0,1,1,0
"46360",0,1,0,1,0
"46361",0,1,0,1,1
"46362",0,1,0,1,1
"46363",0,1,1,1,0
"46364",0,0,1,1,1
"46365",0,0,1,0,1
"46366",0,0,1,1,1
"46367",0,0,1,1,1
"46368",0,0,1,1,1
"46369",0,0,0,1,1
"46370",0,1,0,1,0
"46371",0,0,1,1,1
"46372",0,0,1,0,0
"46373",0,0,1,0,1
"46374",1,1,0,1,1
"46375",1,0,1,1,1
"46376",0,0,1,1,1
"46377",0,0,1,1,1
"46378",1,0,1,1,1
"46379",0,1,0,1,1
"46380",0,0,1,1,1
"46381",0,0,0,1,0
"46382",0,1,0,1,0
"46383",0,0,0,0,1
"46384",0,1,1,1,0
"46385",1,1,0,1,1
"46386",1,1,1,1,1
"46387",0,1,0,1,0
"46388",0,0,0,1,0
"46389",1,0,1,1,1
"46390",0,1,0,1,1
"46391",0,0,0,1,0
"46392",0,1,1,1,0
"46393",0,0,1,1,1
"46394",0,0,1,1,1
"46395",1,0,0,1,0
"46396",0,1,1,1,0
"46397",0,0,1,1,1
"46398",1,0,0,1,0
"46399",0,0,1,1,1
"46400",0,0,1,1,0
"46401",0,0,1,1,1
"46402",0,0,0,1,1
"46403",0,0,1,1,1
"46404",1,1,0,1,0
"46405",0,0,0,1,0
"46406",0,0,1,1,1
"46407",0,0,1,1,1
"46408",0,0,1,1,1
"46409",0,0,0,1,1
"46410",0,0,1,1,1
"46411",0,1,1,1,1
"46412",0,0,1,1,1
"46413",0,0,0,1,1
"46414",0,0,1,0,0
"46415",0,0,1,1,1
"46416",0,0,1,0,1
"46417",0,0,1,1,1
"46418",0,0,1,1,0
"46419",1,0,1,1,0
"46420",0,0,0,1,1
"46421",0,1,1,1,1
"46422",0,0,0,1,0
"46423",0,0,1,1,1
"46424",0,1,1,1,1
"46425",0,1,0,0,0
"46426",0,0,0,1,1
"46427",0,0,1,1,1
"46428",0,0,1,1,1
"46429",1,0,1,1,1
"46430",0,0,0,1,1
"46431",0,0,1,1,0
"46432",0,0,0,1,1
"46433",0,0,0,1,1
"46434",0,0,1,1,1
"46435",0,1,0,1,0
"46436",0,0,1,1,0
"46437",0,0,1,1,0
"46438",0,0,1,1,0
"46439",0,1,1,1,0
"46440",0,0,1,1,1
"46441",0,0,0,0,1
"46442",1,1,1,0,1
"46443",0,0,1,1,1
"46444",1,0,0,1,0
"46445",0,0,0,1,1
"46446",0,0,1,1,1
"46447",0,0,1,1,1
"46448",0,0,1,1,0
"46449",0,0,0,1,1
"46450",0,1,1,1,0
"46451",0,1,1,1,1
"46452",0,0,1,0,1
"46453",0,0,0,0,1
"46454",1,0,1,1,1
"46455",1,1,0,1,1
"46456",0,0,0,1,1
"46457",0,0,0,1,1
"46458",0,1,1,1,0
"46459",0,0,0,1,1
"46460",0,0,1,1,1
"46461",1,1,0,0,1
"46462",0,0,1,0,1
"46463",0,0,1,1,1
"46464",0,1,0,1,0
"46465",0,0,0,1,1
"46466",0,1,1,1,1
"46467",1,0,1,0,0
"46468",0,1,0,1,0
"46469",0,0,0,1,1
"46470",0,0,1,1,1
"46471",1,1,0,0,0
"46472",0,0,1,1,1
"46473",0,0,1,1,1
"46474",0,1,1,0,0
"46475",0,0,1,1,1
"46476",0,1,0,0,0
"46477",0,0,0,1,1
"46478",1,0,0,1,0
"46479",0,0,1,1,0
"46480",0,0,1,0,1
"46481",1,0,0,1,1
"46482",0,0,1,1,1
"46483",0,0,1,1,1
"46484",1,0,1,1,0
"46485",0,0,1,1,1
"46486",0,0,1,1,1
"46487",0,0,1,1,1
"46488",0,0,1,1,1
"46489",0,0,1,1,1
"46490",0,0,1,1,1
"46491",1,0,1,1,1
"46492",0,0,1,0,1
"46493",0,0,1,1,1
"46494",0,0,1,1,1
"46495",0,1,1,1,0
"46496",0,1,0,1,0
"46497",0,0,0,1,1
"46498",0,1,1,1,0
"46499",0,0,0,1,0
"46500",0,0,1,1,1
"46501",0,0,0,1,0
"46502",0,1,1,1,0
"46503",0,0,1,1,0
"46504",0,1,0,1,0
"46505",0,0,1,1,1
"46506",0,0,1,1,1
"46507",0,0,1,1,1
"46508",0,0,1,1,1
"46509",0,0,1,1,1
"46510",0,0,1,1,1
"46511",0,1,0,0,0
"46512",0,0,1,1,1
"46513",1,1,0,1,1
"46514",0,0,1,1,0
"46515",0,0,0,1,1
"46516",0,0,0,1,1
"46517",1,1,0,1,0
"46518",0,0,1,1,1
"46519",0,0,1,1,1
"46520",1,1,0,1,0
"46521",0,1,1,1,0
"46522",0,1,1,1,0
"46523",1,0,0,1,1
"46524",0,1,1,0,0
"46525",0,0,0,0,1
"46526",0,0,0,0,1
"46527",0,1,1,1,0
"46528",0,0,1,0,1
"46529",0,0,0,1,1
"46530",0,0,0,0,1
"46531",0,0,1,1,1
"46532",0,1,0,1,1
"46533",0,0,0,1,1
"46534",0,1,1,1,0
"46535",0,0,1,1,1
"46536",1,0,0,1,1
"46537",1,1,1,1,1
"46538",1,0,0,1,1
"46539",0,0,0,1,1
"46540",0,0,0,1,0
"46541",0,0,1,0,1
"46542",0,1,1,0,0
"46543",0,0,0,1,1
"46544",0,0,0,1,0
"46545",0,0,1,1,0
"46546",0,0,1,1,1
"46547",1,0,1,1,1
"46548",0,0,1,0,1
"46549",0,1,1,0,0
"46550",0,0,1,1,0
"46551",0,0,1,1,1
"46552",0,1,0,1,0
"46553",1,1,0,1,0
"46554",0,0,1,1,1
"46555",0,0,0,1,0
"46556",0,0,0,1,0
"46557",0,0,0,1,1
"46558",0,0,0,1,1
"46559",0,0,0,1,1
"46560",0,0,0,1,0
"46561",0,0,1,1,0
"46562",0,0,1,1,1
"46563",0,0,1,1,1
"46564",0,0,1,1,1
"46565",0,1,1,1,0
"46566",0,0,0,1,0
"46567",1,1,0,1,0
"46568",0,1,1,1,1
"46569",0,0,0,1,1
"46570",0,0,1,1,1
"46571",0,1,0,1,0
"46572",0,1,1,0,0
"46573",0,0,1,1,0
"46574",0,0,1,1,1
"46575",0,0,1,1,1
"46576",0,0,1,0,1
"46577",0,1,0,1,0
"46578",1,1,0,1,1
"46579",0,0,1,1,1
"46580",0,0,1,1,1
"46581",0,0,0,1,0
"46582",0,1,1,0,0
"46583",0,0,1,1,1
"46584",0,0,0,1,0
"46585",0,0,1,1,1
"46586",0,0,1,1,1
"46587",0,0,1,1,1
"46588",1,0,1,1,0
"46589",0,1,1,1,1
"46590",0,0,1,0,1
"46591",0,1,0,1,0
"46592",0,0,0,0,1
"46593",1,0,0,1,1
"46594",0,0,1,1,1
"46595",0,0,1,1,1
"46596",0,0,1,1,0
"46597",0,0,0,1,1
"46598",0,0,0,1,1
"46599",0,0,1,1,1
"46600",0,0,0,0,1
"46601",0,0,1,1,1
"46602",0,0,1,0,1
"46603",0,1,0,1,0
"46604",0,0,1,1,1
"46605",0,0,1,0,1
"46606",0,0,1,1,1
"46607",0,0,0,1,1
"46608",0,0,1,1,1
"46609",0,0,1,1,1
"46610",0,0,1,0,1
"46611",0,0,1,1,1
"46612",0,0,1,1,1
"46613",0,1,0,1,0
"46614",0,0,0,1,1
"46615",1,0,1,1,1
"46616",0,0,1,1,0
"46617",0,1,0,1,0
"46618",0,0,0,1,1
"46619",0,1,0,1,0
"46620",1,1,1,1,0
"46621",0,0,0,1,1
"46622",0,0,1,1,1
"46623",0,0,1,1,1
"46624",0,0,0,0,1
"46625",0,1,0,1,0
"46626",0,0,0,1,0
"46627",0,0,1,0,1
"46628",0,0,0,1,1
"46629",0,0,1,1,1
"46630",0,1,1,1,0
"46631",0,1,1,0,0
"46632",0,0,0,1,1
"46633",0,1,1,1,1
"46634",0,0,0,0,0
"46635",0,0,1,1,1
"46636",0,1,0,1,0
"46637",0,0,1,1,1
"46638",0,0,1,1,1
"46639",0,0,1,1,1
"46640",1,1,1,0,1
"46641",0,0,1,1,0
"46642",0,1,1,1,0
"46643",1,0,1,0,0
"46644",0,1,1,1,0
"46645",0,0,1,0,1
"46646",0,0,1,0,1
"46647",0,0,1,1,1
"46648",0,0,1,1,1
"46649",0,0,1,0,1
"46650",0,0,0,1,1
"46651",0,0,0,1,1
"46652",0,0,1,1,1
"46653",0,0,0,0,1
"46654",0,0,1,1,1
"46655",0,0,1,1,1
"46656",1,0,1,1,1
"46657",1,0,1,1,0
"46658",0,0,1,1,1
"46659",0,0,1,1,1
"46660",0,0,1,0,1
"46661",0,0,1,1,1
"46662",0,0,1,1,1
"46663",0,0,0,1,0
"46664",0,0,0,1,1
"46665",0,0,0,0,1
"46666",0,0,1,1,1
"46667",1,0,0,1,0
"46668",0,1,1,1,0
"46669",0,0,1,0,1
"46670",0,0,1,0,1
"46671",0,0,1,1,1
"46672",0,0,1,1,1
"46673",0,1,1,1,1
"46674",0,0,0,0,0
"46675",0,0,1,1,1
"46676",0,1,0,1,0
"46677",0,1,0,1,0
"46678",0,1,0,1,0
"46679",0,1,1,1,0
"46680",0,0,0,1,1
"46681",0,0,1,0,1
"46682",0,1,1,0,0
"46683",1,1,0,1,0
"46684",0,0,0,1,0
"46685",0,0,0,1,0
"46686",0,0,0,1,1
"46687",0,1,0,1,0
"46688",0,0,0,1,1
"46689",0,0,0,1,0
"46690",0,0,1,1,1
"46691",0,0,1,1,0
"46692",0,1,0,1,0
"46693",0,0,1,1,1
"46694",0,0,0,0,1
"46695",0,1,1,0,0
"46696",0,0,0,1,1
"46697",0,0,1,1,1
"46698",0,0,0,0,1
"46699",0,0,1,0,0
"46700",0,1,0,0,0
"46701",0,0,0,1,1
"46702",0,0,0,1,0
"46703",0,0,1,1,0
"46704",0,0,0,1,1
"46705",0,0,0,1,1
"46706",0,1,0,1,1
"46707",0,1,0,1,1
"46708",0,0,1,1,1
"46709",0,0,1,1,1
"46710",0,0,1,1,1
"46711",1,1,1,1,0
"46712",0,0,1,1,1
"46713",0,0,1,1,1
"46714",0,0,0,1,0
"46715",0,0,1,1,1
"46716",0,0,0,1,0
"46717",0,0,0,1,1
"46718",1,0,1,1,0
"46719",0,0,0,1,1
"46720",0,1,1,1,0
"46721",0,0,0,0,1
"46722",0,0,0,1,1
"46723",0,1,1,1,1
"46724",0,0,1,1,1
"46725",0,1,1,1,1
"46726",0,0,0,0,1
"46727",0,1,1,0,0
"46728",0,0,1,1,1
"46729",0,1,1,1,1
"46730",0,1,0,1,0
"46731",0,0,1,1,1
"46732",0,0,1,1,1
"46733",0,0,0,0,1
"46734",0,1,0,1,0
"46735",1,1,0,1,0
"46736",1,1,0,1,0
"46737",0,1,1,0,1
"46738",0,1,0,1,0
"46739",0,1,1,1,0
"46740",0,1,1,1,0
"46741",1,1,1,1,0
"46742",0,0,0,1,1
"46743",0,1,0,1,0
"46744",1,0,1,1,0
"46745",0,0,0,0,0
"46746",0,0,1,0,1
"46747",0,1,0,1,0
"46748",0,0,1,1,1
"46749",0,0,1,0,1
"46750",0,0,1,1,1
"46751",0,0,1,0,0
"46752",0,0,0,1,1
"46753",0,0,1,1,1
"46754",0,0,0,1,1
"46755",0,1,0,1,1
"46756",0,0,1,1,0
"46757",1,1,1,1,1
"46758",0,0,0,0,0
"46759",0,0,1,1,1
"46760",0,1,1,1,0
"46761",0,1,1,1,0
"46762",0,0,1,0,1
"46763",0,0,1,0,1
"46764",0,0,1,0,1
"46765",0,0,1,0,0
"46766",0,0,1,1,1
"46767",0,0,1,1,1
"46768",0,0,1,1,1
"46769",1,1,0,1,0
"46770",0,0,1,1,0
"46771",0,0,1,1,0
"46772",0,1,0,1,1
"46773",0,0,0,1,1
"46774",0,1,0,1,0
"46775",0,0,0,1,1
"46776",0,1,0,1,0
"46777",0,0,1,1,0
"46778",0,0,0,1,1
"46779",0,0,1,0,1
"46780",0,0,1,1,1
"46781",0,0,1,1,1
"46782",1,1,0,1,0
"46783",0,0,1,1,1
"46784",0,0,1,1,1
"46785",0,0,1,1,1
"46786",0,0,1,1,1
"46787",0,1,0,0,0
"46788",0,0,1,1,1
"46789",0,0,1,0,1
"46790",0,0,0,1,1
"46791",0,1,0,1,0
"46792",0,0,0,0,0
"46793",0,0,1,1,1
"46794",0,1,0,0,0
"46795",0,0,1,1,1
"46796",0,1,1,0,0
"46797",1,1,0,1,0
"46798",1,0,0,1,1
"46799",0,0,0,1,0
"46800",0,0,1,1,1
"46801",0,0,0,1,1
"46802",1,1,0,0,0
"46803",0,0,1,1,1
"46804",0,1,0,1,0
"46805",0,0,1,1,1
"46806",1,1,1,1,0
"46807",0,1,0,1,1
"46808",0,1,0,1,0
"46809",0,1,1,1,1
"46810",0,0,1,0,1
"46811",1,0,0,1,1
"46812",0,0,0,1,1
"46813",0,0,1,0,1
"46814",0,0,1,0,1
"46815",0,1,1,0,1
"46816",0,0,1,1,1
"46817",0,0,1,1,1
"46818",0,1,1,1,1
"46819",0,1,0,0,0
"46820",0,1,1,0,0
"46821",0,0,0,1,1
"46822",0,0,1,1,1
"46823",0,0,1,1,1
"46824",0,0,0,1,1
"46825",0,0,1,0,1
"46826",0,1,1,1,1
"46827",1,0,1,1,1
"46828",0,1,0,1,0
"46829",0,0,0,0,1
"46830",0,0,1,0,1
"46831",0,0,0,1,0
"46832",0,1,1,1,0
"46833",0,0,1,1,1
"46834",0,0,1,1,1
"46835",0,1,1,1,0
"46836",1,0,1,0,0
"46837",0,1,1,0,0
"46838",0,0,0,1,0
"46839",0,1,0,1,0
"46840",1,0,0,1,1
"46841",0,0,1,1,0
"46842",1,1,0,1,0
"46843",0,0,0,1,1
"46844",0,1,1,1,0
"46845",0,0,1,1,1
"46846",0,0,1,1,1
"46847",0,0,0,1,1
"46848",0,0,1,1,1
"46849",0,1,1,1,1
"46850",0,1,0,1,0
"46851",0,0,1,1,1
"46852",0,0,1,1,0
"46853",0,0,1,0,1
"46854",1,0,1,1,1
"46855",0,0,0,0,0
"46856",0,0,1,1,1
"46857",0,0,1,1,1
"46858",1,0,1,1,1
"46859",1,0,1,1,1
"46860",0,0,1,1,0
"46861",0,0,1,1,1
"46862",1,1,1,1,0
"46863",0,0,1,1,1
"46864",0,1,0,1,0
"46865",0,1,0,0,1
"46866",0,0,1,1,1
"46867",0,0,1,1,1
"46868",0,0,1,1,1
"46869",0,0,1,1,0
"46870",0,0,1,1,0
"46871",0,0,0,1,1
"46872",0,1,1,0,0
"46873",0,0,0,0,1
"46874",0,1,0,1,1
"46875",0,0,0,0,1
"46876",0,0,1,0,1
"46877",1,0,1,1,0
"46878",0,0,1,1,1
"46879",0,0,1,1,1
"46880",0,0,1,0,0
"46881",0,0,1,1,1
"46882",0,1,1,1,1
"46883",0,0,1,1,1
"46884",1,0,1,1,1
"46885",0,0,1,1,1
"46886",0,0,0,1,1
"46887",0,0,1,0,0
"46888",0,0,1,1,1
"46889",0,0,1,1,1
"46890",1,0,1,1,1
"46891",0,0,1,1,1
"46892",0,0,1,0,0
"46893",0,0,1,1,1
"46894",0,0,0,1,0
"46895",1,0,1,1,1
"46896",0,0,0,1,0
"46897",1,0,0,1,1
"46898",0,0,1,1,1
"46899",1,1,0,1,0
"46900",1,0,0,1,0
"46901",1,1,1,1,0
"46902",0,0,1,1,1
"46903",0,1,1,1,1
"46904",0,0,1,1,1
"46905",0,0,1,1,1
"46906",0,0,1,1,1
"46907",0,1,0,1,0
"46908",0,0,1,1,1
"46909",0,0,1,1,1
"46910",0,0,1,0,1
"46911",0,0,1,1,1
"46912",0,0,1,1,1
"46913",0,0,1,1,1
"46914",0,0,0,0,1
"46915",1,0,1,1,0
"46916",0,0,1,1,1
"46917",0,0,1,1,1
"46918",0,0,1,1,1
"46919",0,0,1,0,1
"46920",0,0,0,1,1
"46921",0,1,0,1,0
"46922",0,1,0,1,0
"46923",0,0,1,1,1
"46924",0,0,1,1,1
"46925",0,0,1,1,1
"46926",0,1,0,1,1
"46927",0,0,1,1,0
"46928",1,0,0,0,0
"46929",0,0,1,1,1
"46930",0,0,1,1,1
"46931",1,1,1,1,0
"46932",1,1,0,1,1
"46933",0,0,1,1,0
"46934",0,0,1,1,1
"46935",0,1,1,1,0
"46936",0,0,1,1,1
"46937",1,0,1,1,0
"46938",0,0,1,0,1
"46939",0,0,0,1,1
"46940",1,1,1,1,0
"46941",0,0,0,1,1
"46942",0,0,1,1,1
"46943",0,0,0,1,1
"46944",0,0,1,0,1
"46945",0,0,0,1,0
"46946",0,0,0,1,1
"46947",0,0,1,0,1
"46948",0,0,1,1,1
"46949",0,1,1,1,1
"46950",0,0,1,1,0
"46951",0,0,1,0,1
"46952",0,0,0,1,1
"46953",0,0,0,1,0
"46954",0,1,1,1,0
"46955",0,1,0,1,1
"46956",0,0,1,1,0
"46957",0,0,1,1,0
"46958",0,0,1,1,1
"46959",0,0,0,1,1
"46960",0,0,1,1,1
"46961",0,0,1,1,1
"46962",0,0,1,1,1
"46963",0,0,0,1,0
"46964",0,0,0,1,1
"46965",1,0,1,1,1
"46966",0,1,0,1,1
"46967",0,0,1,1,1
"46968",0,1,1,1,1
"46969",0,0,0,1,0
"46970",0,0,1,1,1
"46971",0,0,1,1,0
"46972",0,0,1,1,0
"46973",0,0,1,1,1
"46974",0,0,0,1,0
"46975",0,0,1,1,1
"46976",0,0,1,1,1
"46977",0,1,1,0,1
"46978",0,1,1,1,0
"46979",1,1,0,1,1
"46980",0,0,0,1,1
"46981",0,0,1,1,1
"46982",0,0,1,1,1
"46983",0,0,0,0,0
"46984",0,0,1,1,1
"46985",0,0,1,1,1
"46986",0,1,1,1,1
"46987",0,0,1,1,1
"46988",0,0,1,1,1
"46989",0,1,1,1,0
"46990",0,0,1,1,0
"46991",0,0,0,1,1
"46992",0,1,1,1,1
"46993",0,1,1,1,1
"46994",0,0,1,0,1
"46995",0,0,1,0,1
"46996",0,0,0,1,0
"46997",0,0,0,0,1
"46998",1,0,0,1,1
"46999",0,0,1,1,1
"47000",0,0,1,0,1
"47001",0,0,1,1,1
"47002",1,0,1,1,1
"47003",0,0,1,0,0
"47004",0,0,1,1,1
"47005",0,1,0,1,0
"47006",0,0,1,1,1
"47007",1,0,1,0,1
"47008",0,1,1,1,1
"47009",0,0,0,1,1
"47010",0,1,0,1,1
"47011",0,0,0,1,0
"47012",0,0,0,1,1
"47013",0,1,0,1,0
"47014",0,0,1,1,1
"47015",0,0,1,1,1
"47016",0,0,1,1,1
"47017",0,0,1,1,1
"47018",0,0,1,1,1
"47019",0,1,1,1,0
"47020",0,0,1,0,1
"47021",0,1,0,1,0
"47022",0,0,1,0,1
"47023",0,0,1,1,1
"47024",0,0,0,0,1
"47025",0,0,1,1,0
"47026",0,0,1,1,1
"47027",0,0,1,1,1
"47028",0,0,1,1,1
"47029",0,0,1,0,1
"47030",0,0,0,1,1
"47031",0,0,0,0,1
"47032",1,0,1,1,1
"47033",1,1,1,1,1
"47034",0,0,1,1,0
"47035",0,0,1,1,1
"47036",0,0,1,1,0
"47037",0,0,1,0,1
"47038",0,0,1,1,1
"47039",1,1,0,1,1
"47040",0,0,0,1,1
"47041",0,1,0,1,0
"47042",0,0,0,1,1
"47043",0,1,1,1,0
"47044",0,0,0,1,1
"47045",0,0,0,1,0
"47046",0,0,1,0,1
"47047",0,1,1,0,1
"47048",0,0,1,1,1
"47049",1,0,0,1,0
"47050",0,0,1,1,1
"47051",0,0,1,1,0
"47052",1,1,0,1,1
"47053",1,0,1,1,0
"47054",0,0,1,1,1
"47055",0,0,1,1,0
"47056",1,1,0,1,0
"47057",0,0,1,1,1
"47058",1,0,0,1,1
"47059",0,0,1,1,1
"47060",0,0,0,1,1
"47061",0,0,1,0,1
"47062",0,1,0,1,0
"47063",0,0,0,1,1
"47064",1,0,0,1,1
"47065",0,0,1,1,0
"47066",1,1,0,0,0
"47067",0,0,1,1,1
"47068",0,1,1,1,0
"47069",0,0,0,1,0
"47070",0,0,1,1,1
"47071",0,0,0,1,0
"47072",0,1,1,1,0
"47073",0,0,1,1,1
"47074",0,1,1,1,0
"47075",0,0,0,0,1
"47076",0,0,1,1,1
"47077",0,0,0,1,1
"47078",0,0,1,1,1
"47079",0,0,1,0,1
"47080",1,0,1,1,0
"47081",0,0,1,0,1
"47082",0,0,1,1,1
"47083",0,0,0,1,1
"47084",0,0,1,1,1
"47085",0,1,1,0,0
"47086",0,1,1,1,1
"47087",0,0,0,1,0
"47088",0,0,0,1,0
"47089",0,0,1,1,1
"47090",0,0,1,1,1
"47091",0,0,1,1,1
"47092",1,1,1,1,0
"47093",0,0,0,1,1
"47094",0,1,1,1,0
"47095",0,0,0,1,1
"47096",0,0,1,1,1
"47097",0,1,0,1,1
"47098",0,0,1,1,0
"47099",0,1,1,1,1
"47100",0,0,1,1,1
"47101",0,0,0,1,0
"47102",0,0,1,1,1
"47103",1,0,1,1,1
"47104",0,0,1,1,1
"47105",0,1,1,1,0
"47106",0,0,1,1,1
"47107",0,0,1,1,1
"47108",0,1,0,1,0
"47109",0,0,1,1,1
"47110",0,0,1,1,0
"47111",0,0,1,1,1
"47112",1,0,1,1,1
"47113",0,1,1,1,1
"47114",0,0,1,0,1
"47115",1,0,0,1,1
"47116",1,0,1,1,1
"47117",0,0,0,1,0
"47118",0,1,0,1,0
"47119",1,1,0,0,0
"47120",0,0,1,0,1
"47121",0,0,1,0,1
"47122",0,0,0,1,1
"47123",0,0,0,0,0
"47124",0,0,0,0,0
"47125",1,1,0,0,0
"47126",0,1,1,1,0
"47127",0,0,0,0,1
"47128",1,0,0,1,1
"47129",0,0,1,1,1
"47130",0,0,1,1,1
"47131",0,0,1,1,1
"47132",0,0,0,1,1
"47133",0,0,1,1,1
"47134",0,0,1,1,1
"47135",0,0,1,1,1
"47136",0,0,0,1,1
"47137",0,0,0,1,1
"47138",0,0,1,1,1
"47139",0,0,1,1,0
"47140",0,0,0,1,1
"47141",0,0,1,1,1
"47142",0,0,0,1,1
"47143",0,0,1,0,1
"47144",0,0,1,0,1
"47145",1,0,0,1,0
"47146",0,0,1,0,1
"47147",0,0,0,1,1
"47148",0,0,1,1,1
"47149",0,1,1,0,0
"47150",0,0,0,1,1
"47151",0,0,0,1,0
"47152",0,0,1,0,1
"47153",0,0,1,1,0
"47154",0,0,1,1,1
"47155",0,1,1,1,1
"47156",0,0,1,1,1
"47157",0,1,0,1,0
"47158",0,0,0,1,1
"47159",0,0,0,1,0
"47160",0,0,0,1,1
"47161",1,0,0,1,1
"47162",0,0,1,1,0
"47163",0,1,1,1,0
"47164",0,1,0,1,0
"47165",1,1,0,1,0
"47166",0,0,1,0,1
"47167",0,0,0,1,1
"47168",1,0,1,1,0
"47169",0,1,1,1,0
"47170",0,0,1,0,1
"47171",0,0,0,1,1
"47172",0,0,1,1,1
"47173",0,0,0,1,0
"47174",0,1,1,0,0
"47175",0,0,0,1,0
"47176",0,0,0,1,0
"47177",1,0,1,1,0
"47178",0,0,1,1,0
"47179",0,1,1,0,0
"47180",0,0,1,1,1
"47181",0,1,1,1,0
"47182",0,0,0,0,1
"47183",0,0,0,1,1
"47184",0,0,1,1,1
"47185",1,1,0,1,0
"47186",0,0,0,1,1
"47187",0,0,1,1,1
"47188",0,0,1,0,0
"47189",0,0,0,1,1
"47190",0,0,1,1,1
"47191",1,0,1,1,1
"47192",1,0,0,1,1
"47193",1,1,0,1,0
"47194",0,0,0,1,1
"47195",0,0,1,0,1
"47196",0,0,0,1,1
"47197",0,0,0,1,1
"47198",0,0,1,1,0
"47199",0,0,1,1,0
"47200",0,0,0,0,1
"47201",0,0,1,0,1
"47202",0,0,1,1,0
"47203",0,0,1,1,1
"47204",0,0,1,1,1
"47205",1,0,1,1,0
"47206",0,0,1,1,1
"47207",0,0,1,1,1
"47208",0,0,1,1,1
"47209",0,0,1,1,0
"47210",1,1,0,1,0
"47211",0,1,1,1,0
"47212",1,0,0,1,1
"47213",0,1,0,1,1
"47214",0,1,0,1,1
"47215",0,0,1,1,0
"47216",0,1,0,0,1
"47217",1,0,1,1,1
"47218",0,0,1,1,1
"47219",0,0,1,0,1
"47220",1,1,0,0,0
"47221",0,0,1,1,1
"47222",0,0,0,1,1
"47223",0,1,1,0,1
"47224",0,1,1,0,1
"47225",0,0,0,0,0
"47226",0,0,0,1,0
"47227",0,0,0,1,1
"47228",0,1,1,1,0
"47229",0,0,0,1,0
"47230",0,0,0,0,1
