"","V7221","V7101","V7202","V7206","V8512","V8517","V8526"
"30429",1,0,0,1,1,1,0
"30430",0,1,0,1,0,0,0
"30431",0,0,1,1,1,0,0
"30432",1,0,0,1,1,0,1
"30433",1,0,1,1,1,0,1
"30434",0,0,0,1,1,0,1
"30435",1,0,0,1,0,0,1
"30436",0,0,1,0,0,0,0
"30437",1,0,0,1,1,0,1
"30438",1,0,1,1,1,0,1
"30439",1,0,0,1,1,1,0
"30440",0,0,1,1,1,0,0
"30441",0,1,0,1,1,0,1
"30442",1,0,0,1,1,0,1
"30443",0,0,0,0,1,0,0
"30444",1,0,0,1,0,0,1
"30445",0,0,0,1,1,0,0
"30446",1,0,1,1,0,0,0
"30447",0,0,0,1,1,0,1
"30448",0,0,0,0,0,0,1
"30449",1,0,1,1,1,0,1
"30450",0,0,1,1,1,1,1
"30451",0,0,1,0,0,0,0
"30452",0,0,0,1,1,0,1
"30453",1,0,0,1,1,0,1
"30454",1,0,0,1,1,0,1
"30455",0,0,1,0,0,0,1
"30456",0,0,0,0,1,1,1
"30457",0,0,0,1,1,1,0
"30458",1,0,1,0,1,0,0
"30459",1,0,1,1,1,0,1
"30460",0,1,1,0,0,0,0
"30461",0,0,1,1,1,0,0
"30462",0,0,1,1,0,1,0
"30463",0,0,1,0,1,0,1
"30464",1,0,1,1,1,0,1
"30465",0,0,1,1,0,1,0
"30466",0,0,0,0,1,1,1
"30467",0,0,1,0,1,0,1
"30468",0,1,1,1,0,0,0
"30469",0,1,0,0,1,0,1
"30470",0,0,0,1,0,0,1
"30471",0,0,1,0,0,0,0
"30472",0,1,0,0,0,1,0
"30473",0,1,1,1,0,0,1
"30474",1,1,0,1,1,0,0
"30475",1,0,1,0,0,1,0
"30476",0,0,0,1,0,0,1
"30477",0,0,0,1,0,0,1
"30478",1,0,1,0,1,0,1
"30479",1,0,1,1,1,0,1
"30480",0,0,0,1,1,0,1
"30481",0,1,0,0,1,0,1
"30482",1,0,1,0,1,1,1
"30483",1,0,0,0,0,1,1
"30484",0,0,0,1,1,0,1
"30485",0,0,1,1,1,0,1
"30486",0,0,1,1,1,0,0
"30487",0,1,1,0,0,0,0
"30488",0,0,0,1,1,0,1
"30489",1,0,0,1,1,0,1
"30490",1,0,1,1,0,0,1
"30491",1,0,1,1,1,1,0
"30492",0,0,0,1,1,0,0
"30493",1,0,0,1,1,0,1
"30494",0,0,1,1,1,0,1
"30495",0,0,0,1,0,0,1
"30496",1,0,1,1,0,0,1
"30497",0,0,1,1,1,0,1
"30498",0,0,1,1,0,0,1
"30499",1,0,0,1,1,0,1
"30500",1,0,1,1,1,0,1
"30501",1,1,0,0,1,0,1
"30502",0,1,0,1,0,0,0
"30503",1,0,0,0,0,0,1
"30504",1,0,0,1,1,0,1
"30505",0,0,1,1,0,0,0
"30506",0,0,0,1,1,0,0
"30507",0,0,1,1,1,0,1
"30508",0,0,1,0,1,0,1
"30509",0,0,0,0,1,0,1
"30510",0,0,0,1,1,0,1
"30511",0,0,1,1,1,1,0
"30512",0,0,1,0,1,0,1
"30513",0,0,0,1,0,0,0
"30514",1,0,1,0,1,0,1
"30515",0,0,1,1,1,0,1
"30516",0,0,0,0,1,0,0
"30517",0,0,1,1,0,1,1
"30518",0,0,0,1,1,0,1
"30519",0,0,1,0,1,0,1
"30520",0,1,1,0,0,0,0
"30521",1,0,0,1,1,0,1
"30522",0,0,0,0,0,0,0
"30523",0,1,1,1,0,0,1
"30524",0,1,1,0,1,0,0
"30525",0,0,0,1,1,0,1
"30526",0,0,0,1,1,0,1
"30527",0,0,1,1,0,0,1
"30528",0,0,1,1,0,0,0
"30529",0,1,1,1,0,0,1
"30530",1,0,1,1,1,0,1
"30531",1,0,0,1,1,0,0
"30532",0,0,1,0,0,0,0
"30533",0,0,0,1,0,0,0
"30534",0,0,1,0,1,0,0
"30535",0,0,1,0,0,0,0
"30536",1,0,1,0,1,0,1
"30537",0,1,1,1,0,0,0
"30538",0,0,0,1,1,1,1
"30539",0,0,1,0,1,0,1
"30540",1,0,0,1,1,0,1
"30541",0,1,1,0,1,0,1
"30542",1,0,1,1,1,0,0
"30543",0,0,1,1,1,0,0
"30544",0,0,0,1,1,0,1
"30545",0,0,0,1,1,0,1
"30546",0,0,1,0,1,0,0
"30547",1,0,1,1,1,0,0
"30548",0,0,0,0,0,0,1
"30549",0,0,1,0,0,0,0
"30550",1,0,1,1,0,0,0
"30551",1,0,0,1,1,0,1
"30552",0,0,0,1,1,0,1
"30553",1,0,1,1,0,0,0
"30554",1,0,1,1,1,0,1
"30555",0,0,0,1,0,0,1
"30556",0,0,0,0,1,0,0
"30557",1,0,0,1,0,0,0
"30558",0,0,1,1,1,0,1
"30559",1,1,1,1,0,1,0
"30560",1,0,1,1,0,0,0
"30561",0,0,0,1,1,0,0
"30562",1,0,1,1,1,0,1
"30563",0,0,1,1,1,0,1
"30564",0,1,0,1,1,0,1
"30565",0,0,1,1,1,0,1
"30566",1,0,1,1,1,0,1
"30567",1,1,1,1,1,0,0
"30568",0,0,1,1,0,0,1
"30569",0,0,0,1,1,0,1
"30570",0,0,0,1,1,0,1
"30571",1,0,0,1,1,0,1
"30572",1,0,1,0,1,0,0
"30573",1,0,1,0,0,0,0
"30574",1,0,1,1,1,0,0
"30575",0,0,0,1,1,0,1
"30576",1,0,1,1,1,1,1
"30577",1,0,1,1,1,0,1
"30578",1,0,1,0,0,0,0
"30579",0,0,0,1,0,1,1
"30580",1,0,0,1,1,0,1
"30581",0,0,1,1,0,0,0
"30582",0,0,1,1,1,0,1
"30583",0,1,1,0,0,0,0
"30584",1,0,1,1,1,0,1
"30585",1,0,1,1,0,0,0
"30586",0,0,1,0,1,0,0
"30587",0,0,0,1,1,1,1
"30588",0,0,0,0,0,1,1
"30589",1,0,1,1,1,0,1
"30590",0,0,1,1,1,0,1
"30591",0,0,0,1,1,0,1
"30592",1,0,1,1,0,0,0
"30593",0,0,1,1,0,0,0
"30594",1,0,1,1,0,0,1
"30595",1,0,0,0,1,0,1
"30596",0,0,1,1,1,0,1
"30597",1,0,0,1,1,0,1
"30598",0,0,1,1,1,0,1
"30599",0,1,0,1,1,0,0
"30600",0,0,0,1,1,1,0
"30601",0,0,1,0,1,0,1
"30602",0,0,1,1,1,0,0
"30603",0,0,1,1,1,0,0
"30604",1,1,1,1,1,0,1
"30605",1,0,1,1,0,1,0
"30606",1,0,1,1,1,0,1
"30607",1,1,0,1,0,1,1
"30608",0,0,0,0,0,0,1
"30609",0,1,1,1,1,0,1
"30610",0,0,0,1,1,0,1
"30611",0,0,0,0,1,0,1
"30612",1,0,1,1,1,0,0
"30613",1,0,1,1,0,0,0
"30614",0,0,0,1,1,0,1
"30615",0,0,0,1,1,0,1
"30616",0,1,1,0,0,1,0
"30617",0,0,0,0,1,1,0
"30618",0,0,1,1,1,0,1
"30619",0,0,0,1,1,0,1
"30620",1,0,1,1,0,1,0
"30621",1,1,0,1,1,0,1
"30622",0,1,1,1,1,0,0
"30623",0,0,0,0,1,0,0
"30624",0,0,1,1,0,0,0
"30625",1,0,1,1,1,0,0
"30626",1,0,1,1,0,0,0
"30627",1,1,1,0,1,0,0
"30628",1,0,1,1,0,0,0
"30629",1,0,1,1,1,0,1
"30630",0,1,1,1,0,0,0
"30631",0,0,1,1,0,0,1
"30632",0,1,1,1,0,1,0
"30633",0,0,1,1,1,0,1
"30634",0,1,0,1,0,1,0
"30635",0,0,1,1,0,0,0
"30636",0,0,1,1,1,0,0
"30637",0,0,1,0,1,1,1
"30638",0,0,0,0,1,0,1
"30639",0,0,1,0,1,0,0
"30640",0,0,0,1,0,0,0
"30641",0,0,0,1,1,0,1
"30642",0,0,1,0,1,0,0
"30643",0,0,1,0,1,1,1
"30644",1,1,1,1,1,0,0
"30645",0,0,1,1,0,0,0
"30646",1,0,0,1,0,0,1
"30647",0,1,0,1,1,0,0
"30648",0,1,1,1,0,1,0
"30649",1,0,1,1,1,1,1
"30650",0,1,1,0,1,1,1
"30651",1,0,0,1,1,0,1
"30652",1,0,1,1,1,0,1
"30653",0,0,0,1,1,0,0
"30654",1,0,1,1,1,0,0
"30655",0,0,0,1,1,1,1
"30656",0,1,1,1,0,1,0
"30657",0,0,0,0,0,0,1
"30658",1,0,1,1,1,0,1
"30659",1,1,0,0,1,0,1
"30660",1,0,0,1,1,0,1
"30661",0,0,1,0,0,1,0
"30662",1,0,1,0,1,0,1
"30663",1,0,1,1,0,0,0
"30664",1,0,1,1,1,0,0
"30665",1,0,1,1,1,0,1
"30666",1,0,0,0,1,0,1
"30667",0,0,1,0,1,1,1
"30668",1,0,0,0,0,0,0
"30669",0,0,0,1,1,0,1
"30670",1,0,1,1,1,0,1
"30671",0,0,1,1,1,0,1
"30672",0,0,1,1,0,0,1
"30673",0,0,0,1,0,0,0
"30674",0,0,1,1,1,0,1
"30675",0,0,1,0,0,1,0
"30676",0,0,0,0,1,0,1
"30677",0,0,0,1,1,1,1
"30678",0,0,0,1,1,0,1
"30679",0,0,0,1,1,0,0
"30680",0,1,1,1,1,0,1
"30681",1,0,1,1,1,0,0
"30682",0,0,1,1,1,0,0
"30683",0,1,0,1,1,1,1
"30684",0,0,1,1,1,0,0
"30685",0,0,0,1,1,0,1
"30686",1,0,1,1,0,0,1
"30687",0,0,0,1,1,0,1
"30688",0,0,1,1,0,0,1
"30689",1,0,1,1,1,0,1
"30690",1,0,0,0,1,0,1
"30691",1,0,1,1,0,0,1
"30692",0,0,1,0,1,0,0
"30693",0,1,0,0,1,0,1
"30694",0,0,0,0,1,0,1
"30695",0,0,1,0,0,0,1
"30696",0,0,0,1,1,0,1
"30697",0,1,0,1,1,1,0
"30698",0,0,0,1,1,1,1
"30699",1,0,0,1,1,0,1
"30700",0,0,0,0,1,0,1
"30701",0,0,0,0,1,0,1
"30702",1,0,1,1,1,0,1
"30703",0,0,1,1,1,0,1
"30704",0,1,1,1,0,0,0
"30705",1,0,1,1,0,1,0
"30706",0,0,0,1,1,1,1
"30707",0,0,1,1,1,0,0
"30708",1,0,1,0,1,0,1
"30709",0,0,0,1,0,1,0
"30710",1,0,1,1,1,0,1
"30711",0,0,0,1,1,0,0
"30712",1,0,0,1,1,0,1
"30713",1,0,1,1,0,0,0
"30714",1,0,0,1,0,0,0
"30715",0,0,0,1,1,0,1
"30716",0,0,1,1,1,0,1
"30717",0,0,0,1,1,0,0
"30718",0,0,1,1,1,0,0
"30719",0,0,0,1,1,0,1
"30720",1,0,0,0,1,0,1
"30721",1,0,1,1,1,0,1
"30722",0,1,0,1,1,1,1
"30723",0,1,1,1,0,0,0
"30724",1,0,1,0,1,0,1
"30725",0,1,1,0,0,0,1
"30726",1,0,1,1,1,0,0
"30727",1,0,0,1,1,0,1
"30728",1,0,1,1,1,0,1
"30729",0,0,1,1,1,1,1
"30730",0,0,1,1,1,0,1
"30731",0,1,1,1,1,1,1
"30732",0,0,0,1,0,0,0
"30733",1,0,1,0,1,0,1
"30734",1,0,1,1,1,0,1
"30735",1,0,1,0,1,0,0
"30736",1,0,1,1,0,0,0
"30737",0,1,1,0,1,1,0
"30738",1,0,1,0,1,0,1
"30739",1,1,0,0,0,0,1
"30740",0,0,0,1,1,0,1
"30741",0,0,1,0,0,0,1
"30742",1,0,0,1,1,0,1
"30743",1,0,1,1,1,0,1
"30744",1,0,1,0,1,0,1
"30745",0,0,0,1,0,0,0
"30746",1,0,1,0,1,0,1
"30747",1,0,1,1,1,0,1
"30748",1,0,1,1,1,0,0
"30749",0,1,1,1,0,1,0
"30750",0,0,1,1,0,0,0
"30751",1,0,1,1,0,0,0
"30752",0,0,1,1,1,0,0
"30753",1,0,0,1,1,0,1
"30754",0,1,0,1,1,0,0
"30755",0,0,1,1,0,0,0
"30756",0,0,0,1,0,0,0
"30757",0,0,0,1,0,0,0
"30758",1,0,0,1,1,0,1
"30759",1,1,0,0,0,0,0
"30760",1,1,0,1,1,0,0
"30761",0,0,1,0,1,0,0
"30762",1,0,1,0,1,0,0
"30763",0,1,0,1,1,0,0
"30764",1,0,1,1,1,0,0
"30765",1,0,1,1,0,0,1
"30766",0,0,1,1,1,0,0
"30767",0,0,0,1,1,0,1
"30768",0,1,1,1,0,0,1
"30769",0,1,1,0,1,0,0
"30770",1,0,0,1,1,0,1
"30771",0,0,0,0,1,0,0
"30772",1,0,1,1,1,0,0
"30773",1,0,1,1,0,0,1
"30774",0,0,1,1,1,0,0
"30775",0,0,0,1,1,0,1
"30776",0,0,1,1,1,0,0
"30777",1,0,0,1,1,0,1
"30778",0,0,1,1,0,0,0
"30779",1,0,0,1,1,0,1
"30780",0,0,1,1,1,0,1
"30781",0,1,0,1,1,1,0
"30782",0,0,0,1,1,0,1
"30783",1,0,0,1,0,0,0
"30784",0,0,0,0,1,1,1
"30785",0,1,1,1,0,0,0
"30786",1,1,0,1,1,0,1
"30787",1,0,0,1,0,0,1
"30788",1,0,0,1,1,0,1
"30789",1,0,1,1,1,0,1
"30790",0,1,0,0,1,0,1
"30791",1,0,0,0,1,0,1
"30792",1,0,1,1,1,0,1
"30793",0,0,0,1,1,0,1
"30794",0,1,0,1,0,1,1
"30795",1,0,1,1,1,0,1
"30796",0,0,0,0,1,0,1
"30797",0,1,1,1,1,0,0
"30798",0,0,1,1,0,0,1
"30799",0,0,0,1,0,1,0
"30800",0,1,0,0,1,1,0
"30801",0,0,0,0,1,0,0
"30802",1,0,0,1,1,0,1
"30803",0,0,1,1,1,0,0
"30804",0,0,0,1,0,0,1
"30805",0,0,1,1,1,0,1
"30806",0,0,0,1,1,0,0
"30807",0,0,1,1,0,1,0
"30808",0,0,1,0,1,1,0
"30809",0,0,0,1,1,0,0
"30810",0,0,1,1,0,1,0
"30811",1,0,0,1,1,0,1
"30812",0,0,0,0,0,0,0
"30813",1,0,0,1,1,0,0
"30814",0,1,0,1,1,0,0
"30815",1,0,1,1,1,0,1
"30816",1,0,0,1,1,0,1
"30817",0,1,0,0,1,0,1
"30818",1,0,1,1,0,0,1
"30819",0,0,0,1,1,0,1
"30820",0,0,0,0,1,1,1
"30821",1,0,1,1,0,0,1
"30822",0,0,1,1,1,0,0
"30823",0,0,1,1,1,0,0
"30824",0,0,0,1,1,1,1
"30825",1,0,0,0,1,0,0
"30826",0,0,0,1,1,0,0
"30827",1,0,1,1,0,1,0
"30828",1,0,1,1,1,0,1
"30829",0,0,0,0,0,0,0
"30830",1,1,1,1,0,0,0
"30831",1,0,1,1,1,0,0
"30832",0,1,0,1,0,1,1
"30833",0,0,0,1,0,0,1
"30834",0,0,1,1,1,0,0
"30835",0,0,1,1,1,0,1
"30836",1,0,0,1,1,0,1
"30837",1,0,1,1,1,0,1
"30838",0,0,0,1,1,0,1
"30839",0,0,1,0,0,0,0
"30840",0,1,1,1,0,1,0
"30841",0,0,1,0,1,0,0
"30842",0,0,1,1,1,1,0
"30843",0,1,0,1,0,0,1
"30844",0,0,0,1,1,0,1
"30845",1,0,1,1,1,0,1
"30846",1,0,1,0,1,0,1
"30847",0,0,1,1,1,0,0
"30848",0,0,0,1,0,0,0
"30849",0,0,0,0,0,1,0
"30850",0,1,0,1,1,0,1
"30851",0,0,0,1,1,0,1
"30852",0,0,1,1,1,0,0
"30853",0,1,1,1,0,0,1
"30854",0,1,1,0,0,0,0
"30855",1,0,1,1,1,0,1
"30856",1,0,1,1,1,0,1
"30857",1,0,1,1,0,0,0
"30858",0,0,0,1,1,0,1
"30859",0,0,1,1,1,0,0
"30860",0,0,0,0,1,1,1
"30861",0,1,1,1,0,0,0
"30862",0,0,1,1,0,0,1
"30863",0,0,1,0,1,1,1
"30864",0,1,1,0,1,1,0
"30865",0,0,1,1,0,0,0
"30866",0,1,0,0,0,0,0
"30867",0,0,0,1,0,1,1
"30868",0,0,1,1,0,1,0
"30869",0,0,0,1,1,0,0
"30870",0,1,1,0,1,0,0
"30871",0,0,0,1,0,0,1
"30872",0,0,1,1,1,0,1
"30873",0,0,0,1,1,0,1
"30874",1,0,1,1,1,0,1
"30875",1,0,1,1,1,0,0
"30876",1,1,0,0,0,1,0
"30877",0,1,1,1,0,0,0
"30878",0,0,1,1,0,0,1
"30879",1,0,1,1,1,0,1
"30880",0,0,1,0,1,0,0
"30881",0,0,0,1,1,1,1
"30882",0,0,1,1,1,0,1
"30883",0,1,0,1,1,0,1
"30884",1,0,0,1,1,0,1
"30885",0,0,0,1,1,0,1
"30886",0,1,0,1,0,0,1
"30887",0,0,0,1,0,1,0
"30888",1,0,0,0,1,0,1
"30889",0,0,1,1,0,0,0
"30890",0,1,0,1,1,1,1
"30891",1,0,1,1,1,0,0
"30892",1,0,1,1,1,0,1
"30893",1,1,0,0,1,0,1
"30894",0,0,0,0,0,0,0
"30895",1,0,1,1,1,1,1
"30896",0,1,0,1,1,0,0
"30897",1,0,1,1,0,0,0
"30898",0,0,0,1,1,0,0
"30899",0,0,0,1,0,0,1
"30900",1,0,0,1,1,0,1
"30901",0,0,0,1,1,0,0
"30902",0,0,1,1,0,0,0
"30903",1,1,0,0,1,0,1
"30904",0,1,0,1,0,1,0
"30905",1,0,1,1,1,0,0
"30906",1,0,0,1,1,0,1
"30907",0,0,0,1,1,0,0
"30908",1,0,0,1,1,0,1
"30909",1,0,0,1,1,0,1
"30910",1,0,0,1,1,0,0
"30911",0,0,1,0,0,0,0
"30912",0,0,0,1,1,0,1
"30913",0,0,1,0,1,0,1
"30914",0,0,1,1,1,0,0
"30915",0,1,0,1,0,0,0
"30916",0,0,0,1,1,0,1
"30917",1,0,0,1,1,0,1
"30918",0,0,1,0,1,1,0
"30919",1,0,1,1,0,1,0
"30920",1,0,1,1,1,0,1
"30921",0,0,0,1,0,0,1
"30922",0,1,1,1,0,0,0
"30923",1,0,1,1,1,0,1
"30924",0,0,0,0,1,0,0
"30925",1,0,0,1,1,0,1
"30926",1,0,1,1,1,0,0
"30927",0,1,1,0,1,1,0
"30928",1,0,0,1,1,0,0
"30929",0,0,1,1,1,0,1
"30930",0,1,1,1,1,1,1
"30931",0,1,0,1,0,1,1
"30932",0,1,0,0,1,0,1
"30933",1,0,0,1,1,0,0
"30934",1,1,0,1,1,0,0
"30935",1,0,0,1,1,0,1
"30936",0,0,1,0,1,0,1
"30937",0,0,0,0,0,0,0
"30938",1,0,1,1,1,0,0
"30939",0,0,0,1,0,0,0
"30940",0,0,0,0,0,1,0
"30941",0,0,1,0,1,0,0
"30942",1,1,1,1,0,1,1
"30943",0,1,1,1,0,0,0
"30944",0,0,0,0,1,0,1
"30945",1,0,0,1,1,0,1
"30946",0,0,1,1,0,0,0
"30947",1,0,1,1,0,0,0
"30948",0,1,0,1,1,0,0
"30949",0,0,0,1,1,0,0
"30950",1,0,1,1,0,0,0
"30951",0,1,0,1,1,0,1
"30952",0,0,0,0,0,0,1
"30953",0,1,0,1,1,0,1
"30954",1,0,1,1,0,0,1
"30955",1,0,0,1,1,0,1
"30956",0,0,1,1,0,0,1
"30957",1,0,1,1,1,0,1
"30958",1,0,1,1,1,0,0
"30959",0,1,1,0,1,1,0
"30960",0,1,0,1,1,1,0
"30961",0,0,0,1,1,1,1
"30962",0,0,0,1,1,0,1
"30963",1,0,0,1,1,0,1
"30964",0,0,1,1,0,0,1
"30965",0,0,0,1,1,0,1
"30966",0,1,0,1,0,0,1
"30967",0,1,0,1,1,0,0
"30968",0,1,0,1,1,0,0
"30969",0,0,1,1,1,0,1
"30970",1,0,0,1,1,0,0
"30971",0,1,0,1,1,0,0
"30972",0,0,0,1,1,0,0
"30973",0,0,0,1,0,0,1
"30974",0,0,0,1,1,0,1
"30975",0,1,0,1,1,0,1
"30976",1,0,0,1,1,0,1
"30977",0,1,0,1,1,1,1
"30978",1,0,0,1,1,0,1
"30979",1,0,1,1,1,0,1
"30980",0,1,1,1,0,0,1
"30981",1,0,1,1,1,0,1
"30982",0,1,0,1,0,1,0
"30983",0,0,0,1,1,0,1
"30984",1,0,1,1,1,0,1
"30985",0,0,0,0,0,1,0
"30986",1,0,1,0,1,0,1
"30987",1,1,0,1,1,0,1
"30988",1,0,1,1,1,0,0
"30989",0,0,0,1,1,0,0
"30990",1,0,0,1,1,0,1
"30991",0,0,1,0,1,0,1
"30992",0,0,0,1,0,0,1
"30993",0,0,1,0,1,1,1
"30994",1,0,1,1,1,0,1
"30995",0,0,0,1,1,0,0
"30996",0,0,1,1,1,0,1
"30997",0,0,0,1,1,0,1
"30998",0,0,0,1,1,0,1
"30999",1,0,0,1,1,0,1
"31000",1,0,0,1,1,0,1
"31001",1,0,0,1,1,0,1
"31002",1,0,0,1,1,0,0
"31003",1,0,1,1,0,0,1
"31004",0,1,1,0,0,0,0
"31005",0,0,0,1,1,0,1
"31006",0,0,1,1,1,0,0
"31007",1,0,1,1,1,0,0
"31008",0,0,1,1,1,0,0
"31009",1,0,1,1,1,0,1
"31010",1,0,0,1,1,0,0
"31011",0,1,1,1,0,1,0
"31012",0,0,1,1,1,0,1
"31013",1,0,0,1,1,0,1
"31014",1,1,0,1,1,0,1
"31015",1,1,0,0,1,1,0
"31016",0,1,0,1,1,1,0
"31017",0,1,1,1,0,0,0
"31018",0,0,1,1,0,0,0
"31019",0,0,0,0,1,0,1
"31020",0,1,1,1,1,0,0
"31021",0,0,1,1,0,0,1
"31022",0,0,0,1,1,0,1
"31023",0,0,1,1,1,0,1
"31024",0,0,0,1,0,0,0
"31025",0,0,1,1,1,0,1
"31026",1,0,1,1,1,0,1
"31027",0,1,1,1,1,0,0
"31028",0,0,1,1,1,0,1
"31029",1,0,1,1,0,0,1
"31030",0,0,0,1,1,0,0
"31031",0,0,0,1,1,0,1
"31032",0,0,1,1,1,1,1
"31033",1,0,1,1,1,0,1
"31034",1,0,0,1,1,0,1
"31035",1,0,1,1,1,0,1
"31036",0,0,0,0,1,0,0
"31037",0,0,1,1,1,0,0
"31038",0,0,0,0,1,0,0
"31039",0,0,1,1,0,0,0
"31040",1,0,0,1,1,0,1
"31041",0,1,0,1,1,0,1
"31042",1,0,1,0,0,0,0
"31043",0,0,1,1,1,0,1
"31044",0,0,0,1,1,0,1
"31045",1,0,0,1,1,0,0
"31046",1,0,0,1,1,0,0
"31047",0,0,0,0,0,1,1
"31048",0,0,0,1,1,1,1
"31049",0,0,1,1,1,0,1
"31050",0,1,0,1,1,0,1
"31051",0,0,0,1,1,0,1
"31052",0,1,1,0,0,0,1
"31053",1,1,1,0,0,0,0
"31054",1,0,1,1,1,0,1
"31055",1,0,0,1,1,0,1
"31056",0,0,1,1,1,0,1
"31057",1,0,0,1,1,0,1
"31058",0,0,0,1,1,0,1
"31059",0,0,1,0,1,0,1
"31060",0,0,1,0,1,0,1
"31061",0,0,1,1,0,0,0
"31062",1,0,1,1,0,0,0
"31063",0,1,0,0,1,1,1
"31064",0,0,1,1,0,0,0
"31065",0,0,1,1,1,0,0
"31066",0,0,1,0,0,0,0
"31067",1,0,1,1,0,0,0
"31068",0,0,0,1,1,0,1
"31069",0,1,0,0,1,0,1
"31070",1,0,0,1,1,0,1
"31071",1,0,1,1,1,0,1
"31072",1,1,0,1,0,0,0
"31073",1,0,1,1,1,0,0
"31074",0,0,0,1,1,0,1
"31075",1,0,1,1,1,0,0
"31076",1,1,0,0,0,0,1
"31077",0,0,0,1,1,0,1
"31078",0,0,0,0,1,0,1
"31079",1,0,1,0,0,0,0
"31080",0,0,0,1,1,0,0
"31081",1,1,1,0,1,1,0
"31082",1,0,0,1,1,0,1
"31083",0,0,0,1,1,0,1
"31084",1,1,1,0,1,0,1
"31085",1,0,0,1,1,0,1
"31086",0,0,1,0,0,0,1
"31087",0,0,1,1,1,0,1
"31088",0,1,1,1,1,0,0
"31089",0,0,0,1,1,0,1
"31090",0,0,0,0,0,0,0
"31091",0,0,1,1,0,0,0
"31092",0,1,1,1,0,1,0
"31093",0,0,0,1,1,0,1
"31094",0,1,1,1,0,0,0
"31095",1,0,0,1,1,0,1
"31096",0,0,0,0,1,0,0
"31097",0,0,1,0,1,0,1
"31098",1,1,1,0,1,0,1
"31099",0,0,1,0,1,0,0
"31100",0,0,1,0,1,0,0
"31101",0,0,1,0,1,0,1
"31102",0,0,1,1,0,1,1
"31103",1,0,1,1,1,0,1
"31104",0,0,0,0,1,1,1
"31105",1,0,1,1,1,0,1
"31106",1,0,1,1,1,0,1
"31107",0,0,1,1,0,0,1
"31108",0,0,1,1,0,0,1
"31109",1,1,0,0,0,0,1
"31110",1,0,0,0,0,0,0
"31111",1,0,0,1,1,0,1
"31112",0,0,1,1,0,0,0
"31113",1,0,0,1,1,0,0
"31114",1,1,0,1,1,0,0
"31115",0,0,1,1,0,0,0
"31116",0,1,0,0,1,0,0
"31117",0,0,1,1,0,0,0
"31118",0,1,0,1,0,1,0
"31119",0,0,0,1,1,1,1
"31120",0,0,1,1,1,0,1
"31121",0,0,1,0,0,0,1
"31122",1,0,0,1,1,0,1
"31123",0,1,1,0,0,0,1
"31124",1,0,1,1,1,0,0
"31125",0,1,1,0,1,1,0
"31126",0,1,0,0,1,0,0
"31127",1,0,1,0,1,0,0
"31128",0,1,0,1,0,1,0
"31129",0,1,0,0,1,0,1
"31130",0,0,0,0,0,0,1
"31131",1,0,1,0,1,0,0
"31132",0,0,0,0,1,0,0
"31133",0,0,1,0,1,0,1
"31134",0,1,0,1,0,0,1
"31135",0,1,1,1,0,0,0
"31136",0,1,1,0,0,0,0
"31137",1,1,0,1,0,1,1
"31138",1,0,1,1,1,0,1
"31139",1,0,1,1,0,0,1
"31140",1,0,0,1,0,0,1
"31141",1,0,0,1,0,0,1
"31142",0,0,0,1,1,0,0
"31143",0,0,0,0,1,0,1
"31144",0,1,1,0,1,1,0
"31145",1,0,1,0,0,0,1
"31146",0,1,1,0,1,0,0
"31147",0,0,1,1,0,0,1
"31148",1,0,0,1,1,0,1
"31149",0,0,1,1,0,0,1
"31150",0,0,0,1,0,0,0
"31151",0,0,1,1,0,0,0
"31152",0,0,1,1,0,0,1
"31153",0,0,0,0,1,0,1
"31154",1,0,1,1,1,1,1
"31155",0,0,1,1,0,0,0
"31156",0,0,1,1,1,0,1
"31157",0,0,0,1,0,0,0
"31158",0,0,1,1,0,0,1
"31159",1,0,0,1,0,0,0
"31160",0,0,1,0,1,1,1
"31161",0,0,0,1,0,0,1
"31162",0,0,0,1,1,0,1
"31163",0,0,1,1,0,0,1
"31164",1,1,1,1,1,1,0
"31165",0,0,0,1,1,0,1
"31166",0,0,0,1,0,0,1
"31167",1,0,1,1,1,0,0
"31168",0,1,0,0,1,1,1
"31169",1,0,0,1,1,0,0
"31170",1,0,0,0,0,0,0
"31171",1,0,0,1,0,0,1
"31172",1,0,1,1,1,0,0
"31173",0,1,0,1,1,0,0
"31174",0,0,0,1,1,0,1
"31175",1,0,1,1,1,0,1
"31176",1,1,0,1,1,0,1
"31177",0,0,0,1,1,0,1
"31178",0,0,0,1,1,0,1
"31179",0,0,1,0,1,0,1
"31180",0,0,0,1,1,0,1
"31181",0,0,0,0,1,0,1
"31182",0,0,0,1,1,0,1
"31183",1,0,1,0,1,0,1
"31184",1,0,0,1,1,0,1
"31185",0,0,1,0,1,0,0
"31186",1,1,1,1,0,1,0
"31187",1,0,1,1,1,0,0
"31188",0,1,1,1,1,0,0
"31189",0,0,0,1,1,0,0
"31190",1,0,0,1,1,0,0
"31191",0,0,1,1,1,0,0
"31192",1,0,1,1,1,0,0
"31193",0,0,1,1,0,0,0
"31194",0,0,0,1,0,1,0
"31195",0,0,1,0,1,0,0
"31196",1,1,1,1,0,1,0
"31197",1,0,0,1,1,0,1
"31198",0,1,1,0,1,0,1
"31199",0,0,0,1,1,0,1
"31200",0,0,0,1,1,0,1
"31201",1,0,0,1,1,0,1
"31202",1,1,0,1,1,1,1
"31203",0,1,0,1,1,1,1
"31204",0,0,1,0,0,0,1
