"","V7221","V7101","V7202","V7206","V8512","V8517","V8526"
"810",0,0,1,0,1,0,0
"811",0,0,0,1,0,0,1
"812",1,0,0,1,1,0,0
"813",0,0,0,1,1,0,0
"814",1,0,1,1,1,0,1
"815",0,0,0,0,1,1,0
"816",0,0,0,1,0,0,1
"817",0,1,1,0,1,0,0
"818",0,0,1,0,0,0,0
"819",0,0,1,1,1,0,0
"820",0,0,0,1,1,0,1
"821",1,0,1,1,1,0,1
"822",1,0,0,0,1,0,1
"823",1,0,0,1,1,1,0
"824",1,0,1,1,1,0,1
"825",1,0,0,0,1,1,0
"826",1,0,1,1,1,0,1
"827",1,0,0,0,1,0,0
"828",1,1,1,0,1,0,1
"829",1,0,0,1,1,1,0
"830",0,0,1,1,1,0,0
"831",1,0,0,0,1,0,0
"832",1,0,0,1,0,0,0
"833",1,0,0,1,1,1,1
"834",1,1,1,1,1,1,0
"835",0,1,0,1,0,1,1
"836",1,0,1,1,1,0,1
"837",1,1,1,1,1,1,0
"838",0,0,1,1,1,0,0
"839",0,0,1,1,1,0,1
"840",0,1,0,0,1,1,1
"841",1,0,1,1,1,1,1
"842",0,0,0,1,1,0,1
"843",0,0,1,1,0,0,0
"844",1,0,1,1,1,0,1
"845",0,0,0,1,1,0,1
"846",1,0,1,0,1,0,0
"847",0,0,0,1,0,0,0
"848",1,0,1,1,1,0,1
"849",0,1,0,1,1,1,1
"850",1,1,1,0,1,1,0
"851",1,0,1,1,1,0,1
"852",0,0,0,1,1,1,1
"853",1,1,0,1,0,0,1
"854",1,0,1,1,1,0,1
"855",1,0,0,1,0,1,1
"856",0,1,0,1,1,0,0
"857",0,1,1,1,1,0,0
"858",0,0,1,1,1,1,0
"859",1,0,1,1,1,0,1
"860",0,1,0,1,0,1,1
"861",1,0,1,1,1,0,1
"862",0,0,0,1,1,0,0
"863",0,0,1,1,0,0,0
"864",1,0,0,1,1,0,1
"865",0,1,1,1,0,0,1
"866",0,0,0,1,1,0,0
"867",0,1,0,1,1,1,0
"868",1,0,1,1,0,0,1
"869",1,0,1,1,0,0,0
"870",0,0,1,1,1,0,0
"871",1,0,1,1,1,0,1
"872",1,0,0,0,1,1,1
"873",0,1,0,1,0,1,1
"874",0,0,1,1,1,0,1
"875",0,0,0,1,0,0,0
"876",1,0,0,1,1,0,1
"877",0,0,1,1,1,0,0
"878",1,1,1,1,0,0,0
"879",1,0,0,0,0,0,0
"880",0,1,0,1,0,1,0
"881",1,0,0,1,1,0,1
"882",0,0,1,1,1,0,1
"883",0,0,1,0,1,0,1
"884",0,0,1,1,0,0,1
"885",1,0,0,1,1,0,1
"886",0,0,0,0,1,1,0
"887",0,1,0,0,1,0,0
"888",1,0,0,1,1,0,1
"889",0,0,0,1,1,0,0
"890",0,0,0,1,1,0,1
"891",1,0,1,1,1,0,1
"892",0,0,0,0,1,0,1
"893",0,0,0,1,1,0,1
"894",0,0,0,0,0,0,0
"895",0,0,1,1,1,0,0
"896",1,0,1,1,1,1,0
"897",1,0,0,1,1,0,1
"898",1,0,0,1,1,0,1
"899",0,0,0,1,1,0,1
"900",1,0,1,1,1,0,0
"901",0,1,0,1,1,0,1
"902",1,0,0,1,0,0,1
"903",0,0,1,0,0,0,0
"904",0,1,1,0,1,0,1
"905",0,0,0,1,0,0,0
"906",1,1,1,1,1,1,0
"907",0,0,1,1,1,0,1
"908",0,0,0,1,1,0,1
"909",0,1,0,0,0,0,1
"910",0,0,0,1,1,0,1
"911",0,0,0,0,1,0,1
"912",1,0,1,1,0,1,0
"913",0,0,1,1,1,0,0
"914",0,0,1,1,1,0,0
"915",1,0,0,1,1,0,1
"916",0,0,0,1,1,0,0
"917",1,0,1,1,0,0,0
"918",0,0,1,1,1,0,0
"919",0,0,0,1,1,0,1
"920",0,0,1,1,0,1,0
"921",0,1,0,1,1,0,1
"922",1,0,0,0,1,0,0
"923",1,0,1,1,0,1,1
"924",1,0,0,1,1,0,1
"925",0,0,1,1,1,1,1
"926",0,0,1,1,1,0,0
"927",0,0,0,0,1,0,0
"928",0,0,0,1,1,0,1
"929",0,1,1,0,1,0,1
"930",0,0,1,1,1,0,1
"931",1,0,1,1,1,0,1
"932",1,0,1,1,1,0,1
"933",0,0,1,0,1,0,0
"934",0,0,0,1,1,0,0
"935",0,0,0,1,1,0,0
"936",0,0,0,0,1,0,0
"937",1,0,1,1,0,0,1
"938",1,0,0,1,1,0,1
"939",0,0,1,1,1,0,0
"940",1,0,1,1,1,0,0
"941",0,1,0,1,1,1,0
"942",0,0,1,1,1,0,1
"943",1,0,0,1,1,1,1
"944",0,0,0,1,0,0,0
"945",0,1,0,1,0,0,0
"946",0,0,0,0,1,0,1
"947",0,1,0,0,1,1,1
"948",0,0,0,1,1,1,0
"949",0,0,0,1,0,0,1
"950",1,0,0,1,1,0,0
"951",0,0,1,1,1,0,0
"952",0,1,1,1,1,0,0
"953",1,1,1,1,0,0,0
"954",0,0,1,1,0,0,0
"955",1,0,0,1,1,0,1
"956",1,0,0,1,1,0,1
"957",1,0,1,1,1,0,0
"958",1,0,1,1,1,0,1
"959",0,0,0,1,1,0,1
"960",0,0,0,0,0,0,1
"961",0,1,1,1,1,1,0
"962",0,0,0,1,1,0,1
"963",0,1,0,0,0,1,0
"964",0,0,1,0,1,0,0
"965",0,0,0,0,1,0,0
"966",0,0,0,1,1,0,0
"967",0,0,0,1,1,0,1
"968",1,0,1,1,1,0,1
"969",0,0,0,1,1,0,1
"970",0,1,0,0,1,0,1
"971",0,0,0,0,0,0,0
"972",1,0,0,1,1,0,1
"973",1,1,0,1,1,1,0
"974",0,0,0,1,1,0,1
"975",0,0,1,1,0,1,0
"976",0,0,0,1,1,0,1
"977",0,0,0,1,1,1,1
"978",1,0,1,0,1,0,1
"979",1,0,0,1,1,0,1
"980",0,1,0,1,1,0,1
"981",1,1,1,1,1,0,1
"982",1,0,0,1,1,0,1
"983",0,0,0,1,1,0,1
"984",0,1,1,1,1,0,0
"985",0,0,1,1,1,0,0
"986",1,0,1,0,1,0,0
"987",1,0,1,1,1,0,1
"988",0,0,0,1,1,0,1
"989",0,0,0,1,1,0,1
"990",0,1,1,1,0,0,0
"991",0,0,0,1,0,1,0
"992",0,0,1,1,1,0,0
"993",0,0,0,1,1,0,1
"994",0,0,1,0,1,0,0
"995",0,0,1,1,0,0,1
"996",0,0,0,1,1,1,1
"997",0,0,1,1,1,0,0
"998",1,0,1,1,0,0,0
"999",0,0,1,1,1,1,1
"1000",0,0,1,1,1,0,1
"1001",1,0,1,1,1,0,1
"1002",0,0,0,0,0,0,1
"1003",0,0,1,1,1,0,1
"1004",0,0,1,0,1,0,0
"1005",1,0,0,1,1,0,1
"1006",1,0,1,1,1,0,1
"1007",0,0,0,1,0,0,1
"1008",0,1,0,1,1,0,0
"1009",0,0,1,1,1,0,1
"1010",0,0,1,1,1,0,0
"1011",0,0,0,1,1,0,0
"1012",0,0,0,1,1,1,0
"1013",0,1,0,1,1,1,0
"1014",0,0,0,1,1,0,0
"1015",1,0,1,1,1,1,0
"1016",0,1,1,1,0,0,1
"1017",0,0,1,1,0,1,1
"1018",0,0,1,1,1,0,1
"1019",0,0,0,0,1,0,0
"1020",0,0,0,0,1,0,0
"1021",0,0,1,1,1,0,0
"1022",1,0,0,1,1,0,1
"1023",0,0,0,0,1,0,1
"1024",0,0,1,1,1,0,1
"1025",0,0,0,1,0,0,1
"1026",0,0,1,1,0,0,1
"1027",0,0,0,1,1,0,1
"1028",0,0,0,0,0,0,0
"1029",0,0,1,1,1,0,0
"1030",0,0,1,0,1,0,0
"1031",1,0,1,1,0,0,0
"1032",0,0,0,0,1,0,1
"1033",1,0,0,1,0,0,1
"1034",0,0,1,1,0,0,0
"1035",1,0,1,1,1,0,1
"1036",0,0,1,1,1,0,0
"1037",0,1,0,1,1,1,0
"1038",1,0,0,1,1,0,1
"1039",1,0,1,1,1,0,0
"1040",0,0,1,1,1,0,0
"1041",1,0,0,1,1,0,1
"1042",0,0,0,0,0,0,1
"1043",1,0,1,1,1,0,1
"1044",0,0,0,1,1,1,1
"1045",1,0,0,1,1,1,1
"1046",0,1,0,1,1,0,1
"1047",0,0,0,0,1,1,0
"1048",1,0,1,1,1,1,1
"1049",1,0,1,1,0,0,0
"1050",0,1,0,1,1,1,0
"1051",0,0,0,0,1,0,0
"1052",0,0,1,1,0,0,0
"1053",0,1,1,1,1,0,1
"1054",0,1,0,0,1,0,0
"1055",0,0,0,1,0,0,1
"1056",0,0,0,1,1,0,0
"1057",1,0,1,1,1,0,1
"1058",0,1,0,1,0,0,0
"1059",1,1,1,0,0,1,1
"1060",1,0,1,1,1,0,0
"1061",0,1,1,0,1,1,0
"1062",0,1,1,0,0,0,1
"1063",1,0,1,1,1,0,1
"1064",1,0,0,1,1,0,1
"1065",0,0,1,1,0,0,0
"1066",1,1,1,0,1,0,1
"1067",0,1,1,1,1,0,0
"1068",0,0,1,1,0,0,1
"1069",1,0,0,1,1,0,1
"1070",0,1,0,1,1,0,1
"1071",0,0,0,0,1,0,1
"1072",1,1,0,1,1,0,0
"1073",0,0,1,0,1,0,0
"1074",0,0,1,1,1,0,1
"1075",0,0,1,1,0,0,0
"1076",0,0,1,1,1,0,1
"1077",0,1,0,1,1,0,0
"1078",1,1,1,1,1,0,1
"1079",0,0,0,1,1,0,1
"1080",0,0,0,1,0,1,1
"1081",1,0,1,0,0,0,1
"1082",0,1,1,0,0,1,1
"1083",1,0,1,1,1,0,1
"1084",0,0,0,0,0,0,0
"1085",1,0,0,1,1,0,1
"1086",0,0,0,1,0,0,1
"1087",0,0,1,0,0,0,0
"1088",1,0,0,1,1,0,1
"1089",0,1,0,1,1,1,0
"1090",1,0,0,1,1,0,1
"1091",1,0,1,1,0,0,1
"1092",0,0,1,1,1,0,1
"1093",1,0,1,1,1,0,1
"1094",0,1,1,1,1,1,1
"1095",1,0,1,1,1,0,1
"1096",0,1,0,0,1,0,1
"1097",0,1,1,1,0,1,0
"1098",1,0,0,1,1,0,1
"1099",1,0,0,1,1,0,1
"1100",0,1,1,1,1,1,0
"1101",0,0,1,1,1,1,0
"1102",0,0,1,1,1,0,0
"1103",0,1,1,1,0,1,0
"1104",0,0,0,1,0,1,0
"1105",1,0,1,1,0,0,1
"1106",1,0,1,0,1,0,1
"1107",1,0,0,1,1,0,1
"1108",0,0,0,1,1,0,0
"1109",1,0,0,1,1,0,1
"1110",0,1,0,1,1,0,0
"1111",1,0,0,1,1,0,0
"1112",1,1,0,1,1,0,0
"1113",1,0,1,1,0,0,1
"1114",0,0,0,1,1,0,1
"1115",1,0,1,1,0,0,0
"1116",0,0,0,1,1,0,1
"1117",0,0,1,1,1,0,0
"1118",0,0,0,0,1,0,0
"1119",0,0,1,0,0,1,1
"1120",1,0,0,1,1,0,1
"1121",1,0,1,1,1,0,0
"1122",1,0,0,1,0,0,1
"1123",1,0,1,1,1,0,0
"1124",1,0,1,1,1,0,1
"1125",0,0,0,1,1,0,0
"1126",1,0,1,1,1,0,1
"1127",0,0,0,0,1,0,0
"1128",0,0,0,1,0,0,0
"1129",0,0,0,1,1,1,1
"1130",0,0,1,0,1,0,1
"1131",0,0,0,1,1,0,1
"1132",0,0,0,1,1,0,0
"1133",0,0,1,1,1,0,0
"1134",1,0,1,1,1,0,0
"1135",0,0,1,0,1,1,0
"1136",0,0,0,1,1,0,1
"1137",0,0,0,1,1,0,1
"1138",1,0,1,1,1,0,1
"1139",1,0,1,0,1,0,1
"1140",1,0,1,1,1,0,1
"1141",0,0,0,1,1,1,1
"1142",1,0,1,1,1,0,0
"1143",0,0,0,1,1,0,0
"1144",0,0,1,1,1,0,1
"1145",0,0,0,0,1,0,1
"1146",0,0,0,1,1,0,0
"1147",0,0,1,1,1,0,1
"1148",0,0,0,1,0,0,1
"1149",0,0,0,1,1,0,1
"1150",0,0,0,1,1,1,0
"1151",0,0,1,0,0,0,1
"1152",1,0,1,0,1,0,0
"1153",0,1,0,1,0,1,0
"1154",0,0,1,1,1,0,1
"1155",1,1,1,0,1,1,0
"1156",0,0,1,1,1,0,0
"1157",0,0,0,1,0,0,1
"1158",0,0,0,0,1,0,1
"1159",0,0,1,0,1,0,0
"1160",0,0,0,0,1,0,0
"1161",0,0,0,1,1,0,1
"1162",0,1,1,1,0,0,0
"1163",0,0,1,1,1,0,1
"1164",0,0,1,1,1,0,0
"1165",0,0,0,1,0,0,0
"1166",0,0,0,1,1,1,1
"1167",0,0,1,1,0,1,1
"1168",0,0,1,1,0,0,0
"1169",0,0,0,1,1,0,1
"1170",1,0,0,0,1,0,1
"1171",0,0,0,0,1,0,1
"1172",0,1,1,1,1,0,0
"1173",1,0,0,1,1,0,1
"1174",0,0,1,1,1,1,0
"1175",0,0,0,1,1,1,1
"1176",1,0,0,1,1,1,1
"1177",1,0,1,1,1,0,0
"1178",1,0,1,1,0,0,0
"1179",1,1,1,0,1,1,1
"1180",1,0,1,1,1,0,1
"1181",1,0,1,1,1,0,0
"1182",0,1,0,1,1,0,1
"1183",1,0,1,1,1,0,1
"1184",1,1,0,0,0,1,1
"1185",0,1,1,0,1,1,1
"1186",1,0,0,0,1,1,1
"1187",1,0,1,1,1,0,1
"1188",0,0,1,0,1,1,0
"1189",1,0,1,1,1,0,1
"1190",0,0,1,1,1,1,1
"1191",0,0,1,1,1,0,0
"1192",1,0,1,1,0,1,1
"1193",1,0,1,1,0,1,0
"1194",0,0,1,0,1,0,1
"1195",0,0,0,0,1,0,1
"1196",0,0,1,0,0,0,0
"1197",1,0,1,1,1,0,0
"1198",0,0,0,0,0,0,1
"1199",0,0,0,1,1,0,1
"1200",0,1,1,1,1,1,1
"1201",0,0,0,1,1,0,1
"1202",1,0,0,1,1,0,1
"1203",0,1,1,1,0,0,0
"1204",1,0,1,1,1,0,1
"1205",0,0,1,1,1,0,0
"1206",0,1,0,1,1,1,0
"1207",0,0,0,1,1,0,1
"1208",0,0,0,1,1,0,0
"1209",1,0,0,1,1,0,1
"1210",1,0,0,1,1,0,1
"1211",0,1,0,1,0,1,1
"1212",0,1,0,1,0,0,0
"1213",1,1,1,1,1,0,0
"1214",1,0,0,1,0,1,1
"1215",0,0,1,1,1,0,0
"1216",0,0,0,0,0,0,0
"1217",1,0,1,1,1,0,1
"1218",1,0,1,1,1,0,0
"1219",0,0,1,1,1,0,1
"1220",0,0,0,1,1,0,1
"1221",1,1,1,1,0,0,0
"1222",0,0,0,0,1,0,1
"1223",1,0,1,1,1,0,1
"1224",1,0,1,0,1,0,0
"1225",1,0,1,1,0,0,0
"1226",1,1,0,1,1,0,0
"1227",0,1,0,1,0,0,0
"1228",0,0,1,1,1,1,0
"1229",1,0,1,0,1,0,1
"1230",1,0,1,1,1,1,1
"1231",0,0,1,1,1,1,0
"1232",0,1,1,0,0,1,0
"1233",0,1,0,0,1,1,1
"1234",0,0,0,1,0,1,1
"1235",1,0,1,1,0,0,1
"1236",0,0,0,1,1,0,1
"1237",1,0,1,1,1,0,1
"1238",1,0,1,1,1,0,0
"1239",0,0,0,1,1,0,0
"1240",1,0,1,1,1,0,1
"1241",0,1,1,1,1,0,0
"1242",0,0,0,1,1,0,1
"1243",1,0,1,1,0,1,1
"1244",1,1,1,1,1,0,1
"1245",0,1,1,1,1,0,1
"1246",0,1,1,1,1,0,0
"1247",0,0,1,1,1,1,1
"1248",1,0,1,1,1,0,1
"1249",0,1,0,1,1,0,1
"1250",1,0,1,1,1,0,1
"1251",0,0,1,1,1,0,0
"1252",0,1,1,0,1,0,0
"1253",0,0,1,0,0,1,0
"1254",0,0,0,1,1,0,1
"1255",0,0,0,1,1,0,1
"1256",1,0,0,1,1,1,1
"1257",1,0,1,1,1,0,1
"1258",1,0,1,1,0,0,0
"1259",1,0,1,1,0,0,1
"1260",0,0,1,1,0,0,1
"1261",1,0,0,1,1,0,0
"1262",0,0,0,1,1,0,1
"1263",0,0,0,0,1,0,1
"1264",1,1,1,1,0,1,1
"1265",0,1,0,1,0,0,1
"1266",0,0,1,1,0,0,0
"1267",1,1,1,1,1,0,1
"1268",0,0,0,1,0,0,1
"1269",0,1,0,1,1,0,1
"1270",1,1,0,1,0,0,1
"1271",0,0,1,1,1,0,0
"1272",1,0,1,1,1,0,1
"1273",1,0,1,1,1,0,1
"1274",1,0,0,1,1,0,1
"1275",0,1,1,1,1,0,0
"1276",0,0,0,1,1,0,1
"1277",0,0,0,1,1,0,1
"1278",0,0,0,1,1,0,1
"1279",1,0,0,1,1,0,1
"1280",0,1,0,1,0,0,0
"1281",0,1,0,1,1,1,0
"1282",1,0,1,1,1,0,1
"1283",0,1,1,1,1,0,1
"1284",0,0,1,1,0,0,0
"1285",0,0,1,1,1,0,1
"1286",1,0,0,0,1,0,1
"1287",0,1,1,1,1,0,1
"1288",0,0,1,1,0,1,1
"1289",1,0,1,0,0,0,1
"1290",1,1,1,1,1,0,1
"1291",1,0,1,1,1,0,1
"1292",1,1,1,1,0,1,0
"1293",1,0,0,1,1,0,1
"1294",1,0,1,1,1,0,1
"1295",0,1,1,0,1,0,1
"1296",1,0,1,1,0,0,1
"1297",1,0,1,1,1,0,0
"1298",0,0,0,1,0,0,1
"1299",0,0,1,0,0,0,0
"1300",0,1,0,1,1,1,1
"1301",1,0,1,1,1,0,1
"1302",0,0,0,1,1,0,1
"1303",1,0,1,1,1,0,1
"1304",0,1,0,1,1,1,0
"1305",0,0,1,1,1,0,1
"1306",0,0,1,1,1,0,1
"1307",1,0,1,1,1,0,0
"1308",0,0,1,1,1,0,0
"1309",0,0,1,0,1,0,1
"1310",1,0,0,1,1,0,1
"1311",1,0,1,1,1,0,1
"1312",0,0,1,1,1,0,1
"1313",1,1,1,1,1,0,1
"1314",0,1,0,1,1,0,0
"1315",0,0,1,0,0,0,1
"1316",1,0,1,1,1,0,0
"1317",0,0,0,1,1,0,1
"1318",1,0,1,0,1,0,1
"1319",1,0,1,1,1,0,1
"1320",0,0,0,1,1,0,1
"1321",1,0,1,1,1,0,1
"1322",1,0,0,1,1,0,1
"1323",0,1,1,1,0,1,1
"1324",1,0,1,1,1,0,1
"1325",1,0,0,1,1,0,1
"1326",0,0,1,1,1,0,1
"1327",0,0,0,0,0,0,1
"1328",1,0,0,1,1,0,1
"1329",1,1,1,1,0,0,0
"1330",1,0,0,1,1,0,1
"1331",1,1,1,1,0,0,1
"1332",1,0,0,1,1,0,0
"1333",1,0,1,1,1,0,1
"1334",0,0,1,1,1,0,1
"1335",0,0,0,1,0,0,0
"1336",0,1,1,1,0,0,0
"1337",1,0,0,1,1,0,1
"1338",0,0,0,0,1,1,0
"1339",1,0,1,0,1,0,1
"1340",0,0,0,1,1,0,1
"1341",1,0,0,1,1,0,1
"1342",0,0,0,0,1,0,1
"1343",0,0,1,1,1,0,1
"1344",0,0,0,1,0,1,0
"1345",0,0,0,1,1,0,1
"1346",1,0,1,1,1,0,1
"1347",0,0,0,1,1,0,1
"1348",0,0,0,1,0,1,1
"1349",0,0,1,1,1,0,1
"1350",1,1,1,1,1,0,0
"1351",0,0,1,1,1,0,1
"1352",1,0,1,1,0,1,0
"1353",1,1,1,1,0,0,0
"1354",1,0,0,1,1,0,0
"1355",0,0,0,1,1,0,1
"1356",0,0,1,1,0,0,0
"1357",0,0,0,0,1,1,0
"1358",1,0,1,1,1,0,0
"1359",0,0,1,1,1,0,1
"1360",1,0,1,1,0,1,0
"1361",1,0,0,1,0,0,1
"1362",0,1,1,1,1,0,1
"1363",1,0,1,1,1,0,1
"1364",0,0,0,1,1,0,1
"1365",0,0,0,1,0,1,1
"1366",1,0,0,1,1,0,1
"1367",0,0,1,1,1,0,0
"1368",1,0,0,0,1,0,1
"1369",1,0,0,1,1,0,1
"1370",1,0,1,1,1,0,1
"1371",1,0,0,0,1,0,0
"1372",1,1,1,1,0,1,0
"1373",1,0,0,1,1,0,1
"1374",1,0,0,1,1,0,1
"1375",1,0,1,1,0,0,1
"1376",1,0,1,1,1,0,1
"1377",0,0,0,1,1,0,1
"1378",1,1,1,1,1,0,0
"1379",1,0,0,0,1,0,1
"1380",0,0,1,0,1,0,0
"1381",0,0,0,1,1,1,0
"1382",0,1,1,0,1,0,0
"1383",0,0,1,1,1,1,1
"1384",1,0,1,0,0,0,1
"1385",1,0,0,1,1,0,1
"1386",0,0,0,1,1,0,1
"1387",1,0,0,0,1,0,0
"1388",1,0,1,1,1,1,1
"1389",1,0,0,1,0,0,0
"1390",1,0,0,1,1,0,1
"1391",0,0,0,1,1,1,1
"1392",1,0,1,1,0,0,1
"1393",1,1,1,0,1,1,0
"1394",1,1,0,1,1,0,1
"1395",0,1,0,1,0,0,1
"1396",0,0,0,0,1,0,1
"1397",1,0,1,1,1,0,1
"1398",0,0,1,0,1,1,1
"1399",0,0,1,1,1,1,0
"1400",1,0,1,1,1,0,1
"1401",1,0,1,1,1,1,0
"1402",0,1,0,1,1,1,0
"1403",0,0,0,1,0,0,1
"1404",1,0,1,1,0,0,0
"1405",1,0,1,1,1,0,1
"1406",0,1,1,1,1,0,0
"1407",1,0,0,1,1,1,1
"1408",0,0,1,0,1,0,1
"1409",0,0,0,1,1,0,1
"1410",0,1,1,0,1,0,0
"1411",0,0,1,1,0,0,0
"1412",0,0,0,1,1,0,1
"1413",0,0,1,0,1,0,0
"1414",0,1,0,1,1,0,0
"1415",0,1,1,1,0,1,1
"1416",1,0,1,1,1,0,1
"1417",0,0,1,0,0,0,1
"1418",1,0,0,1,1,0,1
"1419",0,0,0,0,1,0,1
"1420",0,1,1,1,1,0,0
"1421",0,0,0,0,1,0,1
"1422",1,0,0,1,1,0,0
"1423",1,0,0,1,1,0,0
"1424",1,0,0,1,1,0,0
"1425",0,0,0,1,1,0,0
"1426",1,0,1,1,0,0,1
"1427",0,0,0,1,1,0,1
"1428",1,0,0,1,1,0,0
"1429",0,0,1,1,0,0,1
"1430",0,1,0,0,0,1,0
"1431",0,0,1,1,1,0,1
"1432",0,1,1,1,1,0,1
"1433",0,0,1,1,0,0,0
"1434",1,0,1,0,1,1,1
"1435",0,0,0,1,1,0,1
"1436",1,0,0,1,1,0,0
"1437",0,0,1,0,1,0,1
"1438",0,1,1,1,0,0,0
"1439",1,0,1,1,1,0,1
"1440",0,0,1,0,1,0,1
"1441",1,0,0,1,1,0,1
"1442",1,0,1,1,0,0,0
"1443",0,0,1,0,0,0,1
"1444",0,0,1,1,0,0,1
"1445",0,0,1,1,1,0,1
"1446",1,0,0,1,1,1,1
"1447",0,0,1,0,0,0,1
"1448",0,1,0,0,0,0,0
"1449",0,0,0,1,1,0,1
"1450",1,0,1,1,1,0,0
"1451",1,0,1,1,1,0,0
"1452",1,0,0,1,1,0,1
"1453",1,0,0,1,1,0,1
"1454",0,1,0,0,0,0,1
"1455",0,1,0,1,1,0,0
"1456",0,1,0,0,0,0,1
"1457",1,0,0,1,1,0,1
"1458",1,0,0,1,1,0,1
"1459",1,0,1,0,0,0,1
"1460",1,0,1,1,1,0,0
"1461",1,0,1,1,1,0,0
"1462",0,0,1,0,1,1,1
"1463",0,1,1,1,1,1,0
"1464",0,0,0,1,1,0,1
"1465",0,1,1,0,0,0,0
"1466",0,0,0,0,0,1,0
"1467",1,0,1,1,1,0,1
"1468",0,0,1,1,1,0,0
"1469",1,0,0,1,0,0,0
"1470",1,0,0,1,1,0,1
"1471",1,0,0,1,1,0,1
"1472",0,0,1,0,1,0,0
"1473",1,0,1,1,1,0,0
"1474",1,0,0,1,1,0,1
"1475",0,1,1,1,0,0,0
"1476",0,1,1,1,0,0,1
"1477",0,0,0,1,1,0,1
"1478",1,0,1,1,1,0,1
"1479",1,0,0,1,1,0,1
"1480",0,1,1,1,0,0,1
"1481",0,0,0,1,1,0,1
"1482",0,0,1,1,1,0,1
"1483",1,0,0,0,0,0,0
"1484",1,0,0,1,0,0,1
"1485",1,0,1,1,1,0,0
"1486",0,0,1,1,1,0,0
"1487",0,1,0,1,1,0,0
"1488",1,0,1,1,1,0,1
"1489",1,0,1,1,1,0,1
"1490",1,0,1,1,1,0,1
"1491",1,0,0,1,1,0,1
"1492",1,0,1,0,0,0,1
"1493",0,0,0,1,1,0,0
"1494",0,0,1,0,1,0,1
"1495",0,0,1,0,0,0,1
"1496",1,0,1,1,1,0,1
"1497",1,0,1,1,1,0,1
"1498",0,0,0,1,1,0,1
"1499",0,1,1,1,1,0,1
"1500",0,0,0,1,1,0,0
"1501",0,0,0,1,1,0,0
"1502",0,1,1,1,0,0,0
"1503",1,0,1,1,1,0,0
"1504",0,1,0,1,0,0,1
"1505",0,0,1,1,0,0,1
"1506",1,0,1,1,1,0,1
"1507",1,0,0,1,1,0,1
"1508",0,1,1,1,0,0,0
"1509",0,0,1,1,0,0,0
"1510",1,0,1,1,1,0,1
"1511",1,0,0,1,1,1,0
"1512",0,1,1,1,1,0,0
"1513",0,0,0,1,1,0,1
"1514",0,0,0,1,1,0,0
"1515",0,1,1,0,0,0,0
"1516",0,0,0,1,1,0,1
"1517",1,0,0,1,1,0,1
"1518",0,0,1,0,1,0,1
"1519",0,0,1,1,1,0,1
"1520",1,0,1,1,1,1,1
"1521",0,0,1,0,1,0,1
"1522",0,0,1,1,1,0,0
"1523",1,0,0,1,0,0,0
"1524",0,0,0,1,1,0,1
"1525",0,1,1,0,0,0,1
"1526",0,0,1,1,1,0,1
"1527",0,1,0,0,1,0,1
"1528",1,0,1,1,1,0,1
"1529",0,0,1,1,0,0,1
"1530",0,0,1,1,0,0,1
"1531",0,0,1,1,1,0,0
"1532",0,0,0,1,0,0,0
"1533",0,0,0,0,1,0,0
"1534",0,0,0,1,1,0,0
"1535",0,0,1,1,1,0,1
"1536",1,0,1,1,1,0,1
"1537",0,0,0,1,1,0,1
"1538",0,0,0,1,1,0,0
"1539",0,0,0,1,1,0,1
"1540",0,0,1,1,1,0,1
"1541",0,0,1,0,0,1,0
"1542",1,0,1,1,1,0,1
"1543",1,1,1,1,1,0,0
"1544",0,0,0,1,1,0,0
"1545",0,0,1,1,0,0,1
"1546",1,0,1,0,1,0,0
"1547",0,1,1,0,0,0,1
"1548",0,1,1,0,0,1,1
"1549",1,0,0,1,1,0,1
"1550",0,0,0,1,0,0,1
"1551",0,0,0,1,1,0,1
"1552",1,0,1,1,1,0,0
"1553",0,0,1,0,0,0,0
"1554",0,1,0,1,0,1,1
"1555",0,1,1,0,1,0,0
"1556",0,0,0,1,1,0,0
"1557",1,0,1,1,1,0,1
"1558",1,0,1,1,1,0,1
"1559",0,0,1,1,1,0,0
"1560",0,0,1,0,1,0,1
"1561",0,0,0,0,1,0,0
"1562",1,1,1,0,0,1,0
"1563",0,0,0,1,1,0,1
"1564",0,0,0,1,1,0,0
"1565",0,1,0,1,0,1,1
"1566",0,0,1,1,1,0,0
"1567",0,0,1,1,1,0,1
"1568",0,0,1,1,1,0,1
"1569",0,0,1,1,1,0,1
"1570",0,1,1,1,0,0,0
"1571",0,0,0,0,1,1,1
"1572",0,0,1,1,1,0,0
"1573",0,1,0,0,1,1,1
"1574",0,0,1,1,1,0,1
"1575",0,1,0,1,0,1,0
"1576",0,0,0,1,1,0,1
"1577",0,0,1,0,1,0,0
"1578",0,0,0,1,1,0,1
"1579",0,0,0,1,1,0,1
"1580",0,0,1,1,1,0,0
"1581",1,0,1,1,0,1,1
"1582",1,0,0,1,1,0,1
"1583",0,0,0,0,0,0,1
"1584",0,0,1,0,1,0,1
"1585",0,1,0,1,1,0,1
"1586",0,0,1,1,1,0,0
"1587",1,0,1,1,1,0,1
"1588",0,0,1,0,0,0,0
"1589",1,0,0,1,1,0,1
"1590",0,0,1,1,0,0,0
"1591",0,1,1,0,0,0,0
"1592",0,1,0,1,1,0,1
"1593",0,0,0,1,0,0,1
"1594",0,0,0,1,1,0,1
"1595",0,1,1,1,1,0,1
